Year,CLIENT_ID,NAME,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP,COUNTRY,CREATED_DATE,ACTIVE
2014,1500110,JP MORGAN CHASE & CO.,10 S. DEARBORN,FLOOR 16,CHICAGO,IL,60603,UNITED STATES,01/17/2014,Y
2020,723869950,ILLINOIS GAMING SYSTEMS LLC,1864 HIGH GROVE LANE,SUITE 108,NAPERVILLE,IL,60540,UNITED STATES,11/14/2018,Y
2014,4054725967,JCDECAUX SA,"C/O JCDECAUX NORTH AMERICA, INC.","3 PARK AVENUE, 33RD FLOOR",NEW YORK,NY,10016,UNITED STATES,01/16/2013,Y
2020,4100731081,ACADEMY FOR GLOBAL CITIZENSHIP,4647 W. 47TH STREET,,CHICAGO,IL,60632,UNITED STATES,05/24/2019,Y
2015,2835279999,WOOD PARTNERS,4600 SOUTH ULSTER,STE. 960,DENVER,CO,80237,UNITED STATES,07/21/2015,Y
2017,313474191,QUAD COMMUNITIES DEVELOPMENT CORPORATION,4210 S. BERKELEY AVENUE,,CHICAGO,IL,60653,UNITED STATES,01/04/2017,Y
2015,334200773,"DAVID MASON & ASSOCIATES OF ILLINOIS, LTD.",464 N. MILWAUKEE,,CHICAGO,IL,60610,UNITED STATES,,Y
2015,4221183460,COMMONWEALTH EDISON CO,3 LINCOLN CENTER,,OAKBROOK TERRACE,IL,60181,UNITED STATES,10/15/2015,Y
2019,3825811174,"THE GROVE, INC.",3 WESTBROOK CORPORATE CENTER,SUITE 500,WESTCHESTER,IL,60154,UNITED STATES,01/17/2017,Y
2015,2955540028,DEWEY SQUARE GROUP,"607 14TH ST., NW",,WASHINGTON,DC,20005,UNITED STATES,01/20/2015,Y
2019,2852795409,CITYBASE LLC,820 W. JACKSON STE 200,,CHICAGO,IL,60607,UNITED STATES,01/12/2016,Y
2014,2557815985,"GENERAL GROWTH PROPERTIES, INC",110 N. WACKER DR,,CHICAGO,IL,60606,UNITED STATES,,Y
2018,2249228655,EDGEWATER CHAMBER OF COMMERCE,1210 W ROSEDALE,,CHICAGO,IL,60660,UNITED STATES,03/24/2017,Y
2025,4223165888,EQUALITY ILLINOIS,PO 1313,,CHICAGO,IL,60690,UNITED STATES,01/03/2024,Y
2022,1589295905,EMERGENT BIOSOLUTIONS INC.,1455 PENNSYLVANIA AVENUE NW,,WASHINGTON,DC,20004,UNITED STATES,01/12/2022,Y
2018,754423815,"GROSSPROPS ASSOCIATES, LLC",3985 COMMERCIAL AVENUE,,NORTHBRROK,IL,60062,UNITED STATES,01/17/2019,Y
2022,3960384891,MOTOROLA SOLUTIONS,500 WEST MONROE,43RD FLOOR,CHICAGO,IL,60661,UNITED STATES,01/09/2018,Y
2018,3846658065,"RIVERA, LINDA",315 N LOTUS,,CHICAGO,IL,60644,UNITED STATES,04/05/2018,Y
2022,454683160,1407 N. HOYNE LLC,540 W MADISON ST.,SUITE 2500,CHICAGO,IL,60661,UNITED STATES,10/25/2021,Y
2017,871214830,"LUNN, JONATHAN",44 HAWTHORNE ROAD,,BARRINGTON,IL,60010,UNITED STATES,09/06/2017,Y
2017,528360866,THE PRIVATEBANK,120 S. LASALLE STREET,,CHICAGO,IL,60603,UNITED STATES,01/06/2016,Y
2018,260140164,PULLMAN ARTSPACE LLC,1000 E 111TH ST,10TH FLR,CHICAGO,IL,60628,UNITED STATES,04/20/2016,Y
2017,3683784149,"VISA U.S.A., INC.",P.O. BOX 8999,,SAN FRANCISCO,CA,94128,UNITED STATES,12/08/2017,Y
2019,4200670289,APPLE INC.,C/O POLITICOM LAW LLP,"28 LIBERTY SHIP WAY, SUITE 2815",SAUSALITO,CA,94965,UNITED STATES,11/29/2016,Y
2015,2103248478,L&MC INVESTMENTS LLC,2541 W. DIVISION STREET,1ST FLOO,CHICAGO,IL,60622,UNITED STATES,12/02/2015,Y
2018,2196302439,ICE MILLER LLP,200 W MADISON,,CHICAGO,IL,60606,UNITED STATES,01/09/2018,Y
2019,1463928716,FOX FAMILY LIMITED PARTNERSHIP,1200 FRANKLIN AVENUE,,RIVER FOREST,IL,60305,UNITED STATES,12/04/2018,Y
2016,425390604,GOLDMAN & GRANT,205 W. RANDOLPH ST.,,CHICAGO,IL,60606,UNITED STATES,,Y
2022,1221788023,ASSOCIATION OF SUBCONTRACTORS,2200 E DEVON AVE.,SUITE 261,DES PLAINES,IL,60018,UNITED STATES,01/20/2019,Y
2017,664254184,PROPERTY ADVENTURES CORP.,1765 N ELSTON AVE,STE. 226,CHICAGO,IL,60642,UNITED STATES,05/07/2014,Y
2014,4047094577,HESP PROPERTIES,7453 N SHERIDAN,,CHICAGO,IL,60626,UNITED STATES,01/29/2014,Y
2015,1916709392,RM CHIN,500 WEST 18TH STREET SUITE 200,,CHICAGO,IL,60616,UNITED STATES,03/05/2015,Y
2014,175760984,KATTEN MUCHIN ROSENMAN LLP,525 WEST MONROE STREET,,CHICAGO,IL,60661,UNITED STATES,,Y
2022,3047098148,ME WENTWORTH,2323-57 S WENTWORTH AVE,,CHICAGO,IL,60616,UNITED STATES,03/18/2021,Y
2022,4183916589,"PHARMACANN, LLC",190 S. LASALLE STREET,29TH FLOOR,CHICAGO,IL,60603,UNITED STATES,01/12/2022,Y
2015,2073880597,"WIENER, STEPHEN A. AND CORLEY, SHERRY L.",333 LAUREL AVENUE,,LIBERTYVILLE,IL,60048,UNITED STATES,06/10/2015,Y
2022,1085464436,PARKSIDE FOOD AND LIQUOR,3215 WEST 71ST STREET,,CHICAGO,IL,60629,UNITED STATES,10/14/2022,Y
2015,2076244774,MK CONSTRUCTION,10423 S. 75TH,,PALOS HILLS,IL,60465,UNITED STATES,01/16/2014,Y
2023,913408124,HUMANE SOCIETY OF THE UNITED STATES,"1255 23RD STREET, NW, SUITE 450",,WASHINGTON,DC,20037,UNITED STATES,06/26/2018,Y
2016,1224717824,WISCONSIN ENERGY CORPORATION,231 W. MICHIGAN STREET,,MILWAUKEE,WI,52302,UNITED STATES,06/15/2015,Y
2022,3723583502,FRIENDS OF THE PARKS,67 E. MADISON ST.,SUITE 1817,CHICAGO,IL,60603,UNITED STATES,01/12/2022,Y
2019,756373414,"PAPPAS, DANIEL",10456 SOUTH SEELEY AVENUE,,CHICAGO,IL,60643,UNITED STATES,12/30/2019,Y
2014,2470956937,THE CHILDREN'S PLACE,1436 W. RANDOLPH,5TH FLOOR,CHICAGO,IL,60607,UNITED STATES,04/16/2013,Y
2019,3013958258,FCO ADVISORS LP,745 5TH AVENUE,25TH FLOOR,NEW YORK,NY,10151,UNITED STATES,09/22/2016,Y
2023,2886861245,NICK PATEL,10832 COOK AVENUE,,OAK LAWN,IL,60453,UNITED STATES,01/18/2017,Y
2016,741412562,"BENEDETTO, TONY",811 W BELDEN,APARTMENT 705,CHICAGO,IL,60614,UNITED STATES,10/13/2016,Y
2015,1918399924,ILLINOIS RESTAURANT ASSOCIATION,33 W. MONROE STREET,SUITE 250,CHICAGO,IL,60603,UNITED STATES,01/14/2013,Y
2017,3482008703,"THE HABITAT COMPANY, LLC",350 W. HUBBARD STREET,SUITE 500,CHICAGO,IL,60610,UNITED STATES,01/15/2015,Y
2023,3064596755,BMO HARRIS BANK NA,111 W. MONROE,,CHICAGO,IL,60603,UNITED STATES,01/14/2014,Y
2019,1936023483,NORTH LASALLE FINANCIAL ASSOCIATES LLC,C/O THE HEARN COMPANY,"875 N MICHIGAN AVE, 41ST FLOOR",CHICAGO,IL,60611,UNITED STATES,04/22/2019,Y
2015,3734453058,"AREAS USA ORD, LLC.",5301 BLUE LAGOON DR.,,MIAMI,FL,33126,UNITED STATES,07/25/2012,Y
2019,4274812150,"SOLIX, INC.",30 LANIDEX PLAZA WEST,,PARSIPPANY,NJ,07054,UNITED STATES,07/10/2019,Y
2017,2913591024,PASSPORT SYSTEMS INC,70 TREBLE COVE ROAD,,N. BILLERICA,MA,01862,UNITED STATES,08/23/2016,Y
2022,1918399924,ILLINOIS RESTAURANT ASSOCIATION,33 W. MONROE STREET,SUITE 250,CHICAGO,IL,60603,UNITED STATES,01/14/2013,Y
2017,1849186075,GERDING EDLEN,1477 NW EVERETT STREET,,PORTLAND,OR,97209,UNITED STATES,08/07/2013,Y
2020,531536487,WENDY'S OLD FASHIONED HAMBURGERS,1155 PERIMETER CENTER WEST,12TH FLR,ATLANTA,GA,30338,UNITED STATES,04/22/2013,Y
2016,3129636380,SALVATION ARMY,5040 N. PULASKI RD.,,CHICAGO,IL,60630,UNITED STATES,,Y
2022,509798343,"THE DRISCOLL FIRM, LLC",1311 PONCE DE LEON,6TH FLOOR,SAN JUAN,PA,00907,PUERTO RICO,04/06/2021,Y
2022,2267163612,BUILDING OWNERS & MANAGERS ASSOC. OF CHICAGO (BOMA),115 S LASALLE STREET,SUITE 2300,CHICAGO,IL,60603,UNITED STATES,07/29/2014,Y
2014,3746313158,HARBOUR CONTRACTORS INC,215 WEST MAIN ST.,,PLAINFIELD,IL,60654,UNITED STATES,01/10/2014,Y
2018,1164665183,ASCENDANCE PARTNERS,2 W. MADISON ST.,SUITE 620,CHICAGO,IL,60602,UNITED STATES,03/29/2017,Y
2017,835716851,"THE VEGGIE GRILL, INC.","2800 28TH ST., #302",,SANTA MONICA,CA,90405,UNITED STATES,12/11/2017,Y
2019,587105164,SLEEPING DOG INVESTMENTS LLC,910 LEHIGH CIRCLE,,NAPERVILLE,IL,60565,UNITED STATES,06/07/2017,Y
2019,3534821713,SEIU LOCAL 1,111 E. WACKER DR.  17TH FLR,,CHICAGO,IL,60601,UNITED STATES,01/26/2017,Y
2019,923462715,JAMES CLOUGH,1248 N PAULINA,,CHICAGO,IL,60622,UNITED STATES,07/16/2019,Y
2016,1631373299,MID-AMERICA OUTDOOR ADVERTISING,904 FOURNIE LANE,,COLLINSVILLE,IL,62234,UNITED STATES,11/05/2015,Y
2022,2576469825,"J & O, INC.",1750 E. 55TH ST.,SUITE 2150,CHICAGO,IL,60615,UNITED STATES,12/19/2022,Y
2018,1198511724,5000 EAST END CONDOMINIUM ASSOC.,5000 S. EAST END AVE.,ATTN:  KEVIN HOCHBERG,CHICAGO,IL,60615,UNITED STATES,10/16/2018,Y
2014,4145321816,APOSTOLIC FAITH CHURCH,3823 S. INDIANA AVE,,CHICAGO,IL,60653,UNITED STATES,,Y
2014,2178794716,MONDELEZ GLOBAL LLC,"975 F STREET, NW, SUITE 1000",,WASHINGTON,DC,20004,UNITED STATES,02/21/2013,Y
2016,679593793,"1818 MAY, LLC",1849 BALMORAL AVE.,,GLENVIEW,IL,60025,UNITED STATES,07/19/2016,Y
2020,3503387740,NEWCASTLE LIMITED,150 N. MICHIGAN AVENUE,SUITE 3610,CHICAGO,IL,60601,UNITED STATES,01/15/2015,Y
2014,2758810299,"MCGREW, SEAN",519 N RACINE,,CHICAGO,IL,60642,UNITED STATES,12/10/2013,Y
2016,3841089395,SVIGOS ASSET MANAGEMENT,1 WEST DUNDEE RD,STE 200,BUFFALO BROVE,IL,60089,UNITED STATES,04/20/2016,Y
2019,1198556103,FOSTER MOORE,5520 DILLARD DRIVE,STE 280,CARY,NC,27518,UNITED STATES,01/10/2019,Y
2015,3370957290,BRODER PROPERTIES,15 BROAD STREET,#200,BOSTON,MA,02109,UNITED STATES,10/15/2015,Y
2018,3376498396,"STAFFING, INC. D/B/A STAFFING ILLINOIS",P.O. BOX 623,ATTN:  TOM KELLY,WESTMONT,IL,60559,UNITED STATES,08/10/2018,Y
2022,2453000464,"JMB FINANCIAL ADVISORS, LLC",900 N. MICHIGAN AVE.,STE. 850,CHICAGO,IL,60611,UNITED STATES,10/17/2022,Y
2019,193912455,CENTRAL STATES TICKET BROKERS ASSN.,C/O JOHN W MOORE 135 S LA SALLE,STE 2210,CHICAGO,IL,60603,UNITED STATES,01/19/2018,Y
2016,4047096277,INSPIRED CATERING & EVENTS,"1300 W, HUBBARD STREET",,CHICAFO,IL,60642,UNITED STATES,01/13/2016,Y
2022,794047945,"RV CLARK, LLC","120 NORTH LASALLE STREET, SUITE 3200","C/O THE PRIME GROUP, LLC",CHICAGO,IL,60602,UNITED STATES,10/17/2022,Y
2022,3620937714,"RV MONROE, LLC","120 NORTH LASALLE STREET, SUITE 3200","C/O THE PRIME GROUP, LLC",CHICAGO,IL,60602,UNITED STATES,10/17/2022,Y
2016,2806544094,LAKESHORE BEVERAGE,400 N. ELIZABETH STREET,,CHICAGO,IL,60642,UNITED STATES,01/26/2016,Y
2014,4081037560,CHICAGOLAND APARTMENT ASSOCIATION,557 W RANDOLPH ST,201,CHICAGO,IL,60661,UNITED STATES,01/02/2013,Y
2018,3716924984,"SIEGEL, ERIC",5335 N. LAKEWOOD AVE,,CHICAGO,IL,60640,UNITED STATES,10/02/2018,Y
2019,4101473392,NAHLA CAPITAL,645 MADISON AVENUE,21ST FLOOR,NEW YORK,NY,10022,UNITED STATES,04/25/2019,Y
2014,1813196004,ASSOCIATION OF GLOBAL AUTOMAKERS,1050 K ST. NW,SUITE 650,WASHINGTON,DC,20001,UNITED STATES,12/05/2014,Y
2018,2204779807,VENDOR ASSISTANCE PROGRAM LLC,1201 N. CLARK,,CHICAGO,IL,60610,UNITED STATES,09/28/2017,Y
2022,1844651063,"CRUZ'S LIQUORS, INC.",1808 CRESTVIEW DRIVE,,PLAINFIELD,IL,60586,UNITED STATES,03/09/2021,Y
2017,1381198544,PNC CAPITAL MARKETS LLC,225 FIFTH AVE,,PITTSBURGH,PA,15222,UNITED STATES,06/04/2013,Y
2022,2584047160,WOMEN CONSTRUCTION OWNERS,308 CIRCLE AVENUE,,FOREST PARK,IL,60130,UNITED STATES,01/14/2013,Y
2015,2236164272,"GREEN ERA EDUCATIONAL, NFP",218 N. JEFFERSON STREET,SUITE 300,CHICAGO,IL,60661,UNITED STATES,06/05/2015,Y
2014,3874561501,FIRST TRANSIT,"1823 CENTRE POINT CIRCLE, STE. A",,"NAPERVILLE,",IL,60563,UNITED STATES,07/16/2014,Y
2015,3935004987,KEVIN FLAHERTY,1923 S. PRAIRIE AVENUE,,CHICAGO,IL,60616,UNITED STATES,01/15/2015,Y
2020,3176680420,STERN BROTHERS & CO,8000 MARYLAND AVENUE,SUITE 800,ST. LOUIS,MO,63105,UNITED STATES,08/07/2017,Y
2020,572628629,VILLAGE OF FOREST PARK,517 DES PLAINES AVENUE,,FOREST PARK,IL,60130,UNITED STATES,08/22/2019,Y
2018,1058482006,ROSENWALD COURT APARTMENTS,4600 S MICHIGAN AVE,,CHICAGO,IL,60653,UNITED STATES,05/14/2012,Y
2020,3445752701,ELECTRICAL CONTRACTORS' ASSOCIATION OF CITY OF CHICAGO (ECA),5 WESTBROOK CORP. CTR. #940,,WESTCHESTER,IL,60154,UNITED STATES,12/18/2017,Y
2018,3745852965,NEW CONGRESS LLC C/O PALMET VENTURE LLC,134 N LA SALLE ST.,STE 1220,CHICAGO,IL,60602,UNITED STATES,03/27/2014,Y
2022,2237165923,ASCENSION HEALTH,4600 EDMUNDSON ROAD,,ST. LOUIS,MO,63134,UNITED STATES,10/17/2022,Y
2018,1586582783,AETNA,333 W WACKER DR,#2100,CHICAGO,IL,60606,UNITED STATES,10/30/2015,Y
2019,3785975013,PRICEWATERHOUSECOOPERS LLP,1 N WACKER DR,,CHICAGO,IL,60606,UNITED STATES,06/05/2013,Y
2022,2978526366,"NOVOTNY, ANNE MARIE AND JEFFRIES, ROBERT C.",10421 S. CHURCH STREET,,CHICAGO,IL,60643,UNITED STATES,10/17/2022,Y
2022,3617168447,ILLINOIS PETROLEUM COUNCIL,400 W. MONROE,SUITE 205,SPRINGFIELD,IL,62704,UNITED STATES,07/25/2014,Y
2021,4028703373,"AREA WIDE 63RD & HALSTED, INC.",12346 S. KEELER AVENUE,,ASLIP,IL,60803,UNITED STATES,01/12/2022,Y
2018,1104858007,EKI-DIGITAL,33 W. MONROE STREET #1050,,CHICAGO,IL,60603,UNITED STATES,05/15/2018,Y
2022,2178794716,MONDELEZ GLOBAL LLC,"975 F STREET, NW, SUITE 1000",,WASHINGTON,DC,20004,UNITED STATES,02/21/2013,Y
2017,1523368951,CHRIST INTERNATIONAL OUTREACH MINISTRIES,9131 S KOMENSKY,,OAK LAWN,IL,60453,UNITED STATES,01/19/2017,Y
2020,2160216536,ALLIED UNIVERSAL,161 WASHINGTON STREET,SUITE 600,CONSHOHOCKEN,PA,19428,UNITED STATES,11/19/2019,Y
2014,2824485319,BARCLAYS CAPITAL INC.,745 SEVENTH AVENUE,,NEW YORK,NY,10019,UNITED STATES,01/16/2014,Y
2018,2443174944,BELLAMAT LLC,5699 W. HOWARD STREET,,NILES,IL,60714,UNITED STATES,06/20/2016,Y
2022,3335289104,BIGANE PAVING COMPANY,935 W. CHESTNUT,#203,CHICAGO,IL,60622,UNITED STATES,01/14/2013,Y
2018,2077492276,CYNTHIA RODRIGUEZ,3252 W WABANSIA,,CHICAGO,IL,60647,UNITED STATES,04/23/2018,Y
2018,1634140536,GENENTECH,333 WEST NORTH AVENUE,SUITE 399,CHICAGO,IL,60610,UNITED STATES,07/19/2017,Y
2022,2916866916,"A & R JANITORIAL SERVICE, INC.",10127 W. ROOSEVELT ROAD,,WESTCHESTER,IL,60154,UNITED STATES,01/17/2018,Y
2022,187309377,"TAQUERIA LA HACIENDITA, INC.",5924 S. PULASKI RD.,,CHICAGO,IL,60629,UNITED STATES,07/27/2021,Y
2017,3488445977,MICHAEL LERNER C/O ABERDEEN ACQUISITIONS II LLC,"1636 N BOSWORTH, STE C-1",,CHICAGO,IL,60642,UNITED STATES,07/20/2017,Y
2017,1440095573,AMERICAN BEVERAGE ASSOCIATION,"1101 16TH STREET, NW",,WASHINGTON,DC,20036,UNITED STATES,07/26/2012,Y
2014,3149692134,NORTH PARK UNIVERSITY,3225 WEST FOSTER AVENUE,,CHICAGO,IL,60625,UNITED STATES,,Y
2018,4077549781,TERESA ANDERSON,1448 N. ASTOR,,CHICAGO,IL,60610,UNITED STATES,04/17/2018,Y
2017,2699043961,PRESENCE HEALTH SYSTEM,7435 W. TALCOTT,,CHICAGO,IL,60631,UNITED STATES,01/29/2013,Y
2017,696242053,1200 W. FULTON MARKET LLC,900 N. MICHIGAN AVENUE,SUITE 1600,CHICAGO,IL,60611,UNITED STATES,09/15/2017,Y
2016,2167332752,PHILIPS LIGHTING,10275 WEST HIGGINS ROAD,,ROSEMONT,IL,60018,UNITED STATES,01/04/2013,Y
2018,4130361488,"FULTON MARKET KITCHEN, LLC",311 N. SANGAMON ST.,,CHICAGO,IL,60607,UNITED STATES,04/19/2017,Y
2016,2113654015,GLOBAL SECURITY NEWORK,111 E JOLIET ST,,SCHEREVILLE,IN,46375,UNITED STATES,12/09/2016,Y
2020,166772941,RESPIRATORY HEALTH ASSOCIATION,1440 W. WASHINGTON,,CHICAGO,IL,60607,UNITED STATES,01/13/2016,Y
2022,3082002580,"OGDEN AVENUE PROPERTIES, LLC",931 N. OGDEN AVE.,,CHICAGO,IL,60622,UNITED STATES,,Y
2014,3665217894,PROCOM ENTERPRISES LTD,951 BUSSE RD,,ELK GROVE VILLAGE,IL,60007,UNITED STATES,07/21/2014,Y
2020,3654453817,"CLEAR CHANNEL OUTDOOR, INC.,D/B/A CLEAR CHANNEL AIRPORTS",4635 CRACKERSPORT ROAD,,ALLENTOWN,PA,18104,UNITED STATES,01/22/2013,Y
2017,1915723064,IRON HERITAGE LLC,4149 N MAPLEWOOD AVE,,CHICAGO,IL,60618,UNITED STATES,10/17/2016,Y
2022,407158758,DIAGEO BEER COMPANY USA,THREE WORLD TRADE CENTER,175 GREENWICH ST,NEW YORK,NY,10007,UNITED STATES,11/09/2021,Y
2023,3161538820,BUILDING PERMITS INC.,55 E. MONROE ST.,,CHICAGO,IL,60603,UNITED STATES,03/21/2023,Y
2020,2136398752,ENVIRONMENTAL DESIGN INTERNATIONAL,33 WEST MONROE,SUITE 1825,CHICAGO,IL,60603,UNITED STATES,01/18/2013,Y
2020,1016318800,HOME RUN INN,1300 INTERNATIONAL PARKWAY,,WOODRIDGE,IL,60517,UNITED STATES,07/12/2018,Y
2018,710446150,"CRONNOLLY, JOHN, ACE CONSTRUCTION",7334 N MONTICELLO AVE,,SKOKIE,IL,60076,UNITED STATES,,Y
2014,1007157712,JEWEL FOOD STORE,"150 PIERCE PLACE, STE. 200",,ITASCA,IL,60143,UNITED STATES,,Y
2015,1709567374,CHOOSE CHICAGO,301 E CERMAK RD,,CHICAGO,IL,60616,UNITED STATES,01/23/2015,Y
2014,1647600679,MIDWEST GENERATION EME LLC,"500 W. MADISON ST., STE. 2640",,CHICAGO,IL,60661,UNITED STATES,01/18/2013,Y
2017,982567356,HERTZ GLOBAL,8501 WILLIAMS ROAD,,ESTERO,FL,33928-3325,UNITED STATES,04/03/2017,Y
2015,3910385169,CHICAGO BOARD OF EDUCATION,49 W. MADISON,9TH FLOOR,CHICAGO,IL,60602,UNITED STATES,01/13/2015,Y
2022,4114986585,THE BARRACK OBAMA FOUNDATION,5235 S. HARPER COURT,SUITE 1140,CHICAGO,IL,60615,UNITED STATES,02/27/2017,Y
2018,1943780836,NORTHPOINT DEVELOPMENT,4825 NW 41ST STREET,SUITE 500,RIVERSIDE,MO,64150,UNITED STATES,10/17/2017,Y
2018,2562899202,"SKYWAY CONCESSION COMPANY, LLC",205 N MICHIGAN AVE,SUITE 2510,CHICAGO,IL,60601,UNITED STATES,01/26/2016,Y
2018,2033252153,"ZCOF CHICAGO HOTEL, LLC","TWO NORTH RIVERSIDE PLAZA, STE. 600",,CHICAGO,IL,60606,UNITED STATES,,Y
2021,3612380206,"REFLECTION WINDOW COMPANY, LLC",2525 N. ELSTON AVE.,,CHICAGO,IL,60647,UNITED STATES,01/12/2022,Y
2014,3503288218,ECD COMPANY,250 PARKWAY DRIVE,SUITE 120,LINCOLNSHIRE,IL,60069,UNITED STATES,10/23/2014,Y
2016,4088433647,"FOX ASSOCIATES, LLC",527 N. GRANT BOULEVARD,ATTN:  MR. JEFF ANTRAINER,ST. LOUIS,MO,63103,UNITED STATES,02/27/2014,Y
2020,913408124,HUMANE SOCIETY OF THE UNITED STATES,"1255 23RD STREET, NW, SUITE 450",,WASHINGTON,DC,20037,UNITED STATES,06/26/2018,Y
2018,2935529512,"SECOND CHURCH OF CHRIST, SCIENTIST",2700 NORTH PINE GROVE,,CHICAGO,IL,60614,UNITED STATES,07/26/2018,Y
2023,3559946005,SKYWAY CONCESSION COMPANY LLC,205 N MICHIGAN AVE,SUITE 2510,CHICAGO,IL,60601,UNITED STATES,01/05/2021,Y
2020,1944708523,PEOPLES GAS LIGHT AND COKE CO.,200 E RANDOLPH DR.,,CHICAGO,IL,60601,UNITED STATES,07/22/2014,Y
2020,2711034202,WILLIAM DEAKIN AND LISA DIEHLMANN,2170 N. LINCOLN AVENUE,,CHICAGO,IL,60614,UNITED STATES,04/12/2019,Y
2016,2830339620,DAN DOMONT,3322 NORTH KENMORE,,CHICAGO,IL,60657-6793,UNITED STATES,11/30/2016,Y
2015,2005409263,FAR SOUTH CDC,9923 S. HALSTED,,CHICAGO,IL,60628,UNITED STATES,03/20/2015,Y
2015,1576904376,"BDT & COMPANY, LLC",401 NORTH MICHIGAN AVENUE,SUITE 3100,CHICAGO,IL,60611,UNITED STATES,05/06/2014,Y
2022,2656251425,AT&T ILLINOIS,225 W. RANDOLPH,27B,CHICAGO,IL,60606,UNITED STATES,03/05/2021,Y
2019,1765833656,MARTINEZ SUPERMARKET INC. C/O RUDY MARTINEZ,3301 S MORGAN STREET,,CHICAGO,IL,60608,UNITED STATES,01/21/2020,Y
2022,18317751,DFS SERVICES LLC,2500 LAKE COOK ROAD,,RIVERWOODS,IL,60015,UNITED STATES,11/11/2020,Y
2017,1244848426,CME GROUP,20 S. WACKER,,CHICAGO,IL,60606,UNITED STATES,10/02/2017,Y
2015,1849186075,GERDING EDLEN,1477 NW EVERETT STREET,,PORTLAND,OR,97209,UNITED STATES,08/07/2013,Y
2020,2090678910,ENVIRONMENTAL LAW AND POLICY CENTER,35 E WACKER DRIVE,SUITE 1600,CHICAGO,IL,60601,UNITED STATES,01/23/2020,Y
2022,1191195941,XIOMARA ACEVEDO,1744 N LECLAIRE,,CHICAGO,IL,60639,UNITED STATES,10/19/2022,Y
2022,441216665,GRAND PROPERTIES FRANKLIN LLC C/O RANDALL AND CAMERON KUHN,935 W CHESTNUT #600,,CHICAGO,IL,60642,UNITED STATES,10/19/2022,Y
2019,2111398579,CITY PARK APARTMENTS,180 NORTH LASALLE STREET,SUITE 2505,CHICAGO,IL,60601,UNITED STATES,01/15/2019,Y
2017,3652119777,RUSH STREET GAMING,900 N. MICHIGAN AVE.,,CHICAGO,IL,60611,UNITED STATES,05/10/2013,Y
2017,717945717,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC",395 W LAKE ST,,ELMHURST,IL,60126,UNITED STATES,01/08/2013,Y
2020,305127886,"RJB PROPERTIES, INC.",3357 S. JUSTINE ST.,,CHICAGO,IL,60608,UNITED STATES,09/09/2019,Y
2020,1634140536,GENENTECH,333 WEST NORTH AVENUE,SUITE 399,CHICAGO,IL,60610,UNITED STATES,07/19/2017,Y
2017,657222386,525 BISHOP LLC C/O ALEX TROYANOVSKY,"425 HUEHL RD, BLDG 4B",,NORTHBROOK,IL,60062,UNITED STATES,10/19/2017,Y
2015,2857025625,"WHITE CASTLE SYSTEM, INC.",555 WEST GOODALE STREET,,COLUMBUS,OH,43216,UNITED STATES,01/20/2015,Y
2022,1392556788,"SAGE COLLECTIVE PROPERTIES, INC.",1136 S. DELANO COURT WEST,B201,CHICAGO,IL,60605,UNITED STATES,10/19/2022,Y
2018,3206749539,"CAR2GO N.A., LLC","1717 W 6TH ST., STE. 425",,AUSTIN,TX,78703,UNITED STATES,,Y
2018,3043711189,"MOTOR ROW PROPERTIES, LLC",25 EAST ERIE ST.,,CHICAGO,IL,60611,UNITED STATES,07/14/2015,Y
2014,1502906024,KATTEN MUCHIN ROSENMAN LLP,525 WEST MONROE ST.,,CHICAGO,IL,60661,UNITED STATES,,Y
2017,2090082202,WATERSAVER FAUCET CO.,701 W ERIE,,CHICAGO,IL,60610,UNITED STATES,02/07/2013,Y
2015,1009942244,CITIGROUP MANAGEMENT CORPORATION,"1101 PENNSYLVANIA AVENUE NW, SUITE 1000",,WASHINGTON,DC,20004,UNITED STATES,01/14/2015,Y
2018,4240262800,UNIVERSITY OF CHICAGO,OFFICE OF GENERAL COUNCIL 5801 S. ELLIS,,CHICAGO,IL,60637,UNITED STATES,,Y
2022,2979670300,AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION,8700 W. BRYN MAWR AVE.,STE. 1200S,CHICAGO,IL,60631,UNITED STATES,08/27/2020,Y
2022,1336948200,JOEL KENNEDY CONSTRUCTION CORP.,40 NOLL STREET,,WAUKEGAN,IL,60085,UNITED STATES,10/09/2019,Y
2019,2886986841,JPMORGAN CHASE HOLDINGS LLC,383 MADISON AVENUE,,NEW YORK,NY,10017,UNITED STATES,02/13/2019,Y
2022,587786801,ANKIDO TAMRAS,7308 N KEDVALE,,LINCOLNWOOD,IL,60712,UNITED STATES,10/19/2022,Y
2015,3460524649,CENTERPOINT PROPERTIES TRUST,1808 SWIFT DRIVE,,OAK BROOK,IL,60523,UNITED STATES,,Y
2020,2632937124,DISPOSALL WASTE SERVICES LLC,5817 WEST OGDEN AVENUE,,CICERO,IL,60804,UNITED STATES,02/03/2017,Y
2022,4005910655,METRO EDGE DEVELOPMENT PARTNERS,500 WEST MADISON,STE 1000,CHICAGO,IL,60661,UNITED STATES,10/19/2022,Y
2018,1347122053,"MOTRK, INC.",6318 N. SPOKANE,,CHICAGO,IL,60646,UNITED STATES,11/10/2014,Y
