COMPENSATION_ID,PERIOD_START,PERIOD_END,LOBBYIST_ID,LOBBYIST_FIRST_NAME,LOBBYIST_MIDDLE_INITIAL,LOBBYIST_LAST_NAME,COMPENSATION_TO_OTHERS_EXPENSE,OFFICE_EXPENSE,PERSONAL_SUSTENANCE_EXPENSE,PUBLIC_EDUCATION_EXPENSE,OTHER_EXPENSES,TOTAL_EXPENSES,CLIENT_ID,CLIENT_NAME,CREATED_DATE
572712444,04/01/2014,06/30/2014,4316,BERNARD,I,CITRON,0.00,0.00,0.00,0.00,0.00,80.65,2383919378,SOUTH STREET CAPITAL,07/31/2014
2481104566,01/01/2024,03/31/2024,6164,GABRIELLE,,BRUSSEL,0.00,255.36,892.39,0.00,255.36,1147.75,3481189951,"JCDECAUX CHICAGO, LLC",03/29/2024
862839747,01/01/2015,03/31/2015,5481,ANITA,B,MAURO,0.00,0.00,0.00,0.00,0.00,75.00,148851252,NORTH COMMUNITY BANK,04/20/2015
1818041703,04/01/2014,06/30/2014,9463,CLAIRE,M,TINLEY,0.00,37.46,0.00,0.00,37.46,37.46,1451933573,UNITE HERE LOCAL 1,07/21/2014
2319297130,01/01/2018,03/31/2018,19186,ROBERT,,WILSON,0.00,0.00,603.67,0.00,0.00,703.67,4135737649,"MOBILITIE, LLC",04/20/2018
2132310860,07/01/2015,09/30/2015,3752,MITCHELL,A,CARRELL,0.00,0.00,25.00,0.00,0.00,40.00,1666535431,"OPTIMA CENTER CHICAGO II, LLC",01/27/2016
1523470276,10/01/2014,12/31/2014,4154,DENNIS,A,O'SULLIVAN,0.00,0.00,0.00,0.00,0.00,100.00,385079875,METROPOLITAN CHICAGO HEALTHCARE COUNCIL,01/06/2015
3865755632,04/01/2015,06/30/2015,9482,RONALD,L.,MARMER,0.00,0.00,13.85,0.00,0.00,13.85,1837036807,ANN & ROBERT H. LURIE CHILDREN'S HOSPITAL OF CHICAGO,07/14/2015
99512584,01/01/2014,03/31/2014,8961,GLEN,,GRIMM,0.00,0.00,109.85,0.00,0.00,109.85,170555894,EXELON GENERATION - CONSTELLATION ENERGY,04/04/2014
2709246954,10/01/2014,12/31/2014,3752,MITCHELL,A,CARRELL,0.00,0.00,15.00,0.00,0.00,30.00,3696189211,BBC-LI WALTON LLC,01/23/2015
4217323552,07/01/2017,09/30/2017,15261,FRANK,C,BOSCO,0.00,0.00,457.10,0.00,0.00,457.10,1570551163,THERMO FISHER SCIENTIFIC,11/10/2017
3376486713,10/01/2018,12/31/2018,3836,JOHN,A,DOERRER,0.00,52.00,0.00,0.00,52.00,52.00,2448216192,LIMEBIKE,01/02/2019
862839747,01/01/2015,03/31/2015,5481,ANITA,B,MAURO,0.00,0.00,0.00,0.00,0.00,75.00,684107759,BYLINE BANK,07/21/2015
196671874,04/01/2015,06/30/2015,4202,KATRIINA,,MCGUIRE,0.00,0.00,0.00,0.00,0.00,75.00,3792159004,450 BELMONT PROPERTIES LLC,12/10/2015
909526772,04/01/2015,06/30/2015,5481,ANITA,B,MAURO,0.00,0.00,0.00,0.00,0.00,43.61,684107759,BYLINE BANK,07/21/2015
1939917875,01/01/2023,03/31/2023,25212,NICHOLAS,,STANDIFORD,0.00,0.00,0.00,0.00,0.00,50.00,2185767754,BIJE'S LTD.,10/13/2023
3788169773,07/01/2022,09/30/2022,14641,AMY,,DEGNAN,0.00,0.00,0.00,0.00,0.00,21.20,1551967587,2500 W. ROOSEVELT DEVELOPMENT INC.,10/14/2022
4261714755,04/01/2018,06/30/2018,21021,KANAV,,DHIR,0.00,0.00,40.89,0.00,0.00,40.89,1071129644,GENERAL ELECTRIC COMPANY,07/19/2018
2753450376,10/01/2019,12/31/2019,24311,ALFONSO,,CORNISH,0.00,0.00,800.40,0.00,0.00,800.40,798305379,TARGET CORPORATION,01/15/2020
2174799579,04/01/2019,06/30/2019,8961,GLEN,,GRIMM,0.00,0.00,60.50,0.00,0.00,108.15,1656644392,"EXELON GENERATION COMPANY, LLC",07/15/2019
489571245,07/01/2024,09/30/2024,3851,TIMOTHY,A,TAYLOR,0.00,0.00,0.00,50.00,0.00,50.00,3445752701,ELECTRICAL CONTRACTORS' ASSOCIATION OF CITY OF CHICAGO (ECA),09/23/2024
3019837608,10/01/2014,12/31/2014,3752,MITCHELL,A,CARRELL,0.00,0.00,25.00,0.00,0.00,25.00,2782074688,CAREER BUILDER LLC,01/23/2015
4155287029,01/01/2022,03/31/2022,14641,AMY,,DEGNAN,0.00,0.00,0.00,0.00,0.00,75.00,506103063,SALONLB,10/14/2022
2704191888,04/01/2017,06/30/2017,4055,ANN,T,MORONEY,0.00,0.00,0.00,0.00,0.00,2784.38,1104621653,RELATED MIDWEST,10/17/2017
3968465346,10/01/2015,12/31/2015,13042,MARK,,GRAZMAN,0.00,0.00,44.00,0.00,0.00,133.00,2935302683,GHFITLAB,01/26/2016
4213504857,10/01/2017,12/31/2017,6961,SARAH,,CALDER,0.00,0.00,0.00,0.00,0.00,250.00,1188783448,ILLINOIS HOSPITAL ASSOCIATION,01/10/2018
3737338971,07/01/2017,09/30/2017,15501,DAVID,M.,GROSS,0.00,0.00,0.00,0.00,0.00,250.00,1188783448,ILLINOIS HOSPITAL ASSOCIATION,10/09/2017
45612339,07/01/2019,09/30/2019,3752,MITCHELL,A,CARREL,0.00,0.00,30.00,0.00,0.00,30.00,534590604,MERIDIAN REALTY ADVISORS,10/15/2019
3766471373,01/01/2018,03/31/2018,11701,MICHAEL,,SYNOWIECKI,0.00,0.00,0.00,0.00,0.00,75.00,4088034549,"WEC ENERGY,LLC",01/10/2019
4155287029,01/01/2022,03/31/2022,14641,AMY,,DEGNAN,0.00,0.00,0.00,0.00,0.00,75.00,701656556,PAUL CRUTCHFIELD,10/14/2022
1849875940,01/01/2016,03/31/2016,4647,RONNIE,E,CARDWELL,0.00,0.00,934.02,0.00,0.00,934.02,1656644392,"EXELON GENERATION COMPANY, LLC",04/14/2016
3084945137,07/01/2015,09/30/2015,3836,JOHN,A,DOERRER,0.00,180.00,0.00,0.00,180.00,180.00,2781429364,AMERICAN PETROLEUM INSTITUTE,12/15/2015
1772418910,04/01/2019,06/30/2019,3851,TIMOTHY,A,TAYLOR,0.00,0.00,0.00,50.00,0.00,50.00,3445752701,ELECTRICAL CONTRACTORS' ASSOCIATION OF CITY OF CHICAGO (ECA),07/01/2019
3737338971,07/01/2017,09/30/2017,13621,ARTHUR,,WILHELMI,0.00,0.00,0.00,0.00,0.00,250.00,1188783448,ILLINOIS HOSPITAL ASSOCIATION,10/09/2017
3344389234,04/01/2017,06/30/2017,16021,ZACK,,KARTAK,0.00,0.00,28.40,0.00,0.00,28.40,615118324,TARGET CORPORATION,07/10/2017
1694232988,07/01/2017,09/30/2017,3836,JOHN,A,DOERRER,0.00,152.00,0.00,0.00,152.00,152.00,1703096772,MCDONALD'S CORPORATION,10/04/2017
175063562,01/01/2023,03/31/2023,11701,MICHAEL,,SYNOWIECKI,0.00,0.00,0.00,0.00,0.00,75.00,1033976254,AT&T AND ITS AFFILIATES,07/11/2023
1019185212,01/01/2022,03/31/2022,14641,AMY,,DEGNAN,0.00,0.00,0.00,0.00,0.00,120.00,3032629703,EASTLAKE MANAGEMENT GROUP,10/14/2022
2154912150,04/01/2022,06/30/2022,14641,AMY,,DEGNAN,0.00,0.00,0.00,0.00,0.00,19.50,875209509,"MIDWAY MOVING & STORAGE, INC.",10/14/2022
944435587,04/01/2022,06/30/2022,25488,MATTHEW,,ALLEE,0.00,0.00,0.00,0.00,0.00,300.00,3670410997,JENNIFER CUSHMAN,10/14/2022
1822727451,04/01/2014,06/30/2014,5107,MARLOW,H.,COLVIN,0.00,0.00,70.67,0.00,0.00,70.67,1797658830,COMED,07/15/2014
2171981769,04/01/2020,06/30/2020,6082,ELIZABETH,,KREGOR,0.00,180.00,0.00,0.00,180.00,180.00,2472694979,INSTITUTE FOR JUSTICE,07/17/2020
3221864651,04/01/2019,06/30/2019,15641,TANYA,,ROSIN,0.00,0.00,500.00,0.00,0.00,600.00,2723655450,CROWN CASTLE,07/22/2019
4036425116,10/01/2014,12/31/2014,4110,WILLIAM,K,THOMPSON,0.00,0.00,159.00,0.00,0.00,159.00,2983643587,RAYMOND JAMES,01/20/2015
2999640672,01/01/2015,03/31/2015,3851,TIMOTHY,A,TAYLOR,0.00,0.00,0.00,0.00,0.00,50.00,2748181048,ELECTRICAL CONTRACTORS' ASSOCIATION OF CITY OF CHICAGO,03/31/2015
585241272,01/01/2023,03/31/2023,24221,KELLY,,EICKENHORST,0.00,0.00,564.00,0.00,0.00,564.00,2992711528,AMERICAN AIRLINES,04/20/2023
1110589661,04/01/2014,06/30/2014,4055,ANN,T,MORONEY,0.00,0.00,0.00,0.00,0.00,2898.84,3506719514,SWEDISH COVENANT HOSPITAL,07/29/2014
1825887681,10/01/2015,12/31/2015,4055,ANN,T,MORONEY,0.00,0.00,0.00,0.00,0.00,2088.10,2979596458,CHICAGO PUBLIC SCHOOLS,01/20/2016
247130760,01/01/2014,03/31/2014,4312,TANYA,P,TRICHE,0.00,25.00,0.00,0.00,25.00,125.00,2271092124,ILLINOIS RETAIL MERCHANTS ASSOCIATION,04/29/2014
1933160922,01/01/2023,03/31/2023,15501,DAVID,M.,GROSS,0.00,0.00,0.00,0.00,0.00,250.00,1188783448,ILLINOIS HOSPITAL ASSOCIATION,04/20/2023
1744293023,01/01/2014,03/31/2014,5127,PAT,,DOERR,0.00,0.00,0.00,100.00,0.00,300.00,841403895,HOSPITALITY BUSINESS ASSOC OF CHICAGO,04/21/2014
3036228803,04/01/2014,06/30/2014,3752,MITCHELL,A,CARRELL,0.00,0.00,25.00,0.00,0.00,50.00,674200899,PRISM DEVELOPMENT COMPANY,11/17/2014
1194194210,04/01/2022,06/30/2022,14641,AMY,,DEGNAN,2312.50,0.00,0.00,640.00,0.00,5971.40,3129880962,"UNION GROUP OF ILLINOIS, LLC",10/14/2022
1053383860,04/01/2014,06/30/2014,4371,JESSICA,M,SCHRAMM,0.00,0.00,0.00,0.00,0.00,228.13,816122881,WINEHOUSE D/B/A BERKELEY LLC,07/31/2014
1933160922,01/01/2023,03/31/2023,26862,JENNIFER,,KOEHLER,0.00,0.00,0.00,0.00,0.00,250.00,1188783448,ILLINOIS HOSPITAL ASSOCIATION,04/20/2023
2940521312,01/01/2019,03/31/2019,4055,ANN,T,MORONEY,0.00,0.00,0.00,0.00,0.00,5334.50,1925174045,"FLEET PORTFOLIO VENTURE, LLC",04/15/2019
3938529671,07/01/2022,09/30/2022,3752,MITCHELL,A,CARRELL,0.00,0.00,15.00,0.00,0.00,15.00,1290040854,"GREYHOUND LINES, INC.",10/14/2022
333097232,10/01/2016,12/31/2016,15701,DRUE,,DUNCAN,0.00,0.00,450.00,0.00,0.00,450.00,2713164560,PFIZER INC.,12/08/2016
2894986934,07/01/2021,09/30/2021,10821,JAMES,R,WATSON,0.00,0.00,0.00,0.00,0.00,750.00,4040927126,API-ILLINOIS,10/13/2021
532569477,07/01/2014,09/30/2014,4316,BERNARD,I,CITRON,0.00,0.00,0.00,0.00,0.00,24.75,2036605659,RANQUIST DEVELOPMENT GROUP,10/07/2014
762765271,01/01/2018,03/31/2018,9082,JOSEPH,E,PILEWSKI,0.00,125.00,0.00,0.00,125.00,125.00,2987849015,CHICAGO TEACHERS UNION FOUNDATION,08/10/2018
3054071768,07/01/2014,09/30/2014,3836,JOHN,A,DOERRER,0.00,204.00,0.00,0.00,204.00,204.00,1703096772,MCDONALD'S CORPORATION,10/08/2014
2369629358,10/01/2015,12/31/2015,4202,KATRIINA,,MCGUIRE,0.00,0.00,0.00,0.00,0.00,75.00,3591451595,CHICAGO DEVELOPMENT CORP,01/19/2016
3483427775,07/01/2017,09/30/2017,18282,MURRAY,,MCQUEEN,0.00,0.00,100.00,0.00,0.00,100.00,386666604,TRIBUNE MEDIA COMPANY,10/19/2017
2444835268,04/01/2019,06/30/2019,10921,WILLIAM,,O'DONAGHUE,0.00,0.00,0.00,0.00,0.00,75.00,197257945,DENNIS FOGARTY,10/25/2019
2769812597,04/01/2014,06/30/2014,7003,KEN,,DUNKIN,0.00,200.00,210.00,0.00,200.00,500.00,3709197333,SR HAC,07/23/2014
4193369811,10/01/2019,12/31/2019,4055,ANN,T,MORONEY,0.00,0.00,0.00,0.00,0.00,2110.00,1044516389,CHICAGO PUBLIC SCHOOLS,01/16/2020
606359012,10/01/2018,12/31/2018,19821,BENJAMIN,,HERBST,0.00,0.00,714.51,0.00,0.00,714.51,3822216899,GOLDMAN SACHS & CO. LLC,01/17/2019
1933160922,01/01/2023,03/31/2023,13621,ARTHUR,,WILHELMI,0.00,0.00,0.00,0.00,0.00,250.00,1188783448,ILLINOIS HOSPITAL ASSOCIATION,04/20/2023
1933160922,01/01/2023,03/31/2023,25138,JORDAN,,POWELL,0.00,0.00,0.00,0.00,0.00,250.00,1188783448,ILLINOIS HOSPITAL ASSOCIATION,04/20/2023
3553170281,10/01/2014,12/31/2014,3836,JOHN,A,DOERRER,0.00,315.00,0.00,0.00,315.00,315.00,563961300,AMERICAN PETROLIUM INSTITUTE,01/06/2015
2966357542,01/01/2023,03/31/2023,25500,AMY,,MASTERS,0.00,0.00,227.00,0.00,0.00,227.00,2052982223,BUILDING OWNERS AND MANAGERS ASSOCIATION OF CHICAGO (BOMA/CHICAGO),04/23/2023
941918584,04/01/2018,06/30/2018,21381,TIM,,ALBORG,0.00,0.00,465.07,0.00,0.00,465.07,205563795,"ZAGSTER, INC.",05/01/2018
287174017,04/01/2015,06/30/2015,8961,GLEN,,GRIMM,0.00,0.00,174.00,17.00,0.00,191.00,170555894,EXELON GENERATION - CONSTELLATION ENERGY,07/20/2015
534416990,04/01/2015,06/30/2015,4316,BERNARD,I,CITRON,0.00,0.00,0.00,0.00,0.00,240.80,3291251673,"GAGERMAN, GARY",07/28/2015
1008645946,04/01/2015,06/30/2015,4055,ANN,T,MORONEY,0.00,0.00,0.00,0.00,0.00,4200.50,2979596458,CHICAGO PUBLIC SCHOOLS,07/13/2015
4155287029,01/01/2022,03/31/2022,14641,AMY,,DEGNAN,0.00,0.00,0.00,0.00,0.00,75.00,3023671014,"SPARE TIME, INC.",10/14/2022
1032706829,01/01/2024,03/31/2024,29841,SEAN,,WIHERA,0.00,0.00,887.00,0.00,0.00,887.00,3707230095,CLARITY MOVEMENT CO.,04/01/2024
3888651205,01/01/2015,03/31/2015,4316,BERNARD,I,CITRON,0.00,0.00,0.00,0.00,0.00,231.65,356938162,"DLC RESIDENTIAL, LLC",04/16/2015
923634454,01/01/2015,03/31/2015,4082,THOMAS,E,LIVINGSTON,0.00,600.00,0.00,0.00,600.00,600.00,3994750450,CSX CORPORATION,04/29/2015
223375006,04/01/2022,06/30/2022,14641,AMY,,DEGNAN,0.00,0.00,0.00,0.00,0.00,301.50,506103063,SALONLB,10/14/2022
862839747,01/01/2015,03/31/2015,4316,BERNARD,I,CITRON,0.00,0.00,0.00,0.00,0.00,75.00,2226328053,"CMK COMPANIES, LTD.",04/16/2015
665729970,10/01/2016,12/31/2016,3992,VIRGINIA,,PACE,0.00,150.00,0.00,0.00,150.00,150.00,2037841613,CONCORD SHERIDAN LP,01/10/2017
2150929740,04/01/2017,06/30/2017,8961,GLEN,,GRIMM,0.00,0.00,84.00,0.00,0.00,162.00,1656644392,"EXELON GENERATION COMPANY, LLC",07/13/2017
1794667450,04/01/2014,06/30/2014,10141,KENNETH,M,PESKIN,0.00,0.00,270.00,0.00,0.00,270.00,4220731821,INTERNATIONAL SIGN ASSOCIATION,07/28/2014
3915025933,04/01/2019,06/30/2019,14641,AMY,,DEGNAN,0.00,0.00,0.00,0.00,0.00,593.45,3418161946,J&I DEVELOPMENT LLC,01/16/2020
1703832156,04/01/2014,06/30/2014,3951,PAUL,A,KOLPAK,0.00,0.00,0.00,0.00,0.00,328.72,2755318508,"SKIBA, JOSEPH",07/18/2014
3378769320,01/01/2018,03/31/2018,19185,ERIN,,WAITZ,0.00,0.00,75.74,0.00,0.00,79.74,4135737649,"MOBILITIE, LLC",04/20/2018
3864391255,01/01/2023,03/31/2023,25500,AMY,,MASTERS,0.00,0.00,51.00,0.00,0.00,51.00,2052982223,BUILDING OWNERS AND MANAGERS ASSOCIATION OF CHICAGO (BOMA/CHICAGO),04/24/2023
4071610988,01/01/2014,03/31/2014,4273,JACK,L,PARRINO,0.00,0.00,0.00,0.00,0.00,220.48,943394592,"MB FINANCIAL BANK, N.A.",04/16/2014
2561260577,01/01/2017,03/31/2017,15681,KEITH,,KIRVEN,0.00,0.00,50.00,0.00,0.00,50.00,2956723420,RICE FINANCIAL PRODUCTS COMPANY,04/18/2017
265086190,07/01/2021,09/30/2021,25127,JANE,,CHARNEY,0.00,0.00,150.00,0.00,0.00,150.00,101962663,JEWISH UNITED FUND/JEWISH FEDERATION OF METROPOLITAN CHICAGO,10/13/2021
196344846,07/01/2021,09/30/2021,24971,KARLA,,ALTMAYER,7000.00,0.00,0.00,3000.00,0.00,10500.00,224081919,"HEALING TO ACTION, NFP",10/13/2021
3018222019,01/01/2024,03/31/2024,24381,KRISTOPHER,J.,ANDERSON,0.00,0.00,33.00,0.00,0.00,33.00,1142196526,"UNITED AIRLINES, INC.",04/02/2024
1493100660,10/01/2017,12/31/2017,17301,WILLIAM,,BURNS,0.00,0.00,243.68,0.00,0.00,243.68,1386618973,"AIRBNB, INC.",01/18/2018
775292182,10/01/2019,12/31/2019,4333,CLINT,V,BROWN,0.00,120.00,0.00,0.00,120.00,120.00,2763434576,LOCAL 881UNITED FOOD AND COMMERCIAL WORKERS,01/03/2020
1668240971,01/01/2014,03/31/2014,7381,ALLEN,,SHUTT,0.00,0.00,404.75,0.00,0.00,404.75,4117277579,"XEROX BUSINESS SERVICES, LLC",04/09/2014
3965226255,01/01/2014,03/31/2014,9382,TALAR,,HOVNANIAN,0.00,0.00,0.00,0.00,0.00,75.00,2653321303,NEW URBAN PROPERTY DEVELOPMENT LLC,04/16/2014
3965226255,01/01/2014,03/31/2014,5481,ANITA,B,MAURO,0.00,0.00,0.00,0.00,0.00,75.00,3054141104,SURFACE SOLUTIONS GROUP,04/16/2014
695019101,07/01/2022,09/30/2022,13202,TYLER,,MANIC,0.00,0.00,0.00,0.00,0.00,122.47,481369543,TWO FISH CRAB SHACK CO.,01/18/2023
393327589,01/01/2022,03/31/2022,13202,TYLER,,MANIC,0.00,0.00,0.00,181.80,0.00,210.15,514817664,1430 W GRAND CONDOMINIUM ASSOCIATION,01/18/2023
748462452,07/01/2017,09/30/2017,4195,TIMOTHY,K.,HINCHMAN,0.00,0.00,0.00,0.00,0.00,62.56,2417311969,MCDONALD'S CORPORATION,09/29/2017
3965226255,01/01/2014,03/31/2014,9382,TALAR,,HOVNANIAN,0.00,0.00,0.00,0.00,0.00,75.00,1626859958,"BENSON, GERRY",04/16/2014
188587954,01/01/2017,03/31/2017,10821,JAMES,R,WATSON,0.00,0.00,500.00,0.00,0.00,750.00,3617168447,ILLINOIS PETROLEUM COUNCIL,03/31/2017
1523470276,10/01/2014,12/31/2014,4115,ELIZABETH,,LIVELY,0.00,0.00,0.00,0.00,0.00,100.00,385079875,METROPOLITAN CHICAGO HEALTHCARE COUNCIL,01/06/2015
2617406068,10/01/2014,12/31/2014,5704,LAWRENCE,J,RICHARDSON,0.00,0.00,37.00,0.00,0.00,37.00,2179640584,"WELLS FARGO BANK, N.A.",01/09/2015
859478972,04/01/2014,06/30/2014,4082,THOMAS,E,LIVINGSTON,0.00,0.00,5000.00,0.00,0.00,5000.00,3994750450,CSX CORPORATION,01/29/2015
1390420620,04/01/2017,06/30/2017,12261,BRIAN,,WYNNE,0.00,0.00,251.44,0.00,0.00,251.44,348264974,MORGAN STANLEY  & CO. LLC,07/15/2017
1171117920,07/01/2014,09/30/2014,5361,JAY,,BEASLEY,0.00,0.00,3094.81,0.00,0.00,3094.81,2937688769,CONSTELLATION ENERGY GROUP,10/17/2014
934872570,07/01/2015,09/30/2015,12242,MICHAEL,,NICHOLS,24000.00,0.00,0.00,0.00,0.00,24000.00,608435728,"LMG2, LLC",10/19/2015
2379679165,07/01/2022,09/30/2022,13202,TYLER,,MANIC,0.00,0.00,0.00,0.00,0.00,39.33,4178833200,"MONTROSE ONE, LLC",01/18/2023
4249176700,01/01/2019,03/31/2019,5361,JAY,,BEASLEY,0.00,82.00,580.06,0.00,82.00,662.06,414645122,MP2 ENERGY,04/19/2019
243735828,07/01/2014,09/30/2014,7541,ANDRIA,,WINTERS,0.00,0.00,15.00,0.00,0.00,15.00,2369329595,MOTOROLA MOBILITY LLC,10/16/2014
1130933648,01/01/2019,03/31/2019,23661,T.J.,,BIRKEL,0.00,0.00,726.44,0.00,0.00,726.44,1457894007,DARDEN RESTAURANTS,04/08/2019
2444835268,04/01/2019,06/30/2019,11701,MICHAEL,,SYNOWIECKI,0.00,0.00,0.00,0.00,0.00,75.00,1502468412,MILLENNIUM CONTRACTING CO.,12/12/2019
1139665933,10/01/2018,12/31/2018,6561,RICHARD,,TOTH,0.00,0.00,0.00,0.00,0.00,75.00,1965511253,CKK INVESTMENT INC.,01/08/2019
976889367,04/01/2017,06/30/2017,4683,LAURIE,T,JONES,0.00,0.00,167.00,0.00,0.00,167.00,2375936630,TARGET CORPORATION,07/13/2017
3486154738,07/01/2018,09/30/2018,8961,GLEN,,GRIMM,0.00,0.00,0.00,0.00,0.00,23.58,1656644392,"EXELON GENERATION COMPANY, LLC",10/17/2018
1944740605,04/01/2016,06/30/2016,3836,JOHN,A,DOERRER,0.00,222.00,0.00,0.00,222.00,222.00,2781429364,AMERICAN PETROLEUM INSTITUTE,07/12/2016
1423635887,01/01/2022,03/31/2022,13202,TYLER,,MANIC,0.00,2000.00,0.00,0.00,2000.00,2000.00,97238563,"FLORIDA FRUIT JUICES, INC.",01/18/2023
2550143492,07/01/2022,09/30/2022,13202,TYLER,,MANIC,9631.60,0.00,0.00,0.00,0.00,9631.60,2172834943,MATT TARSHIS,01/18/2023
2431009017,10/01/2022,12/31/2022,5127,PAT,,DOERR,0.00,150.00,180.00,120.00,150.00,600.00,841403895,HOSPITALITY BUSINESS ASSOC OF CHICAGO,01/18/2023
2641140340,07/01/2015,09/30/2015,4273,JACK,L,PARRINO,0.00,0.00,0.00,0.00,0.00,19.45,3054141104,SURFACE SOLUTIONS GROUP,10/13/2015
1279141664,07/01/2019,09/30/2019,4333,CLINT,V,BROWN,0.00,135.00,0.00,0.00,135.00,135.00,2763434576,LOCAL 881UNITED FOOD AND COMMERCIAL WORKERS,09/30/2019
53498651,07/01/2022,09/30/2022,13202,TYLER,,MANIC,0.00,0.00,0.00,0.00,0.00,55.54,436618529,"1407 S. MICHIGAN, LLC",01/18/2023
2561260577,01/01/2017,03/31/2017,4089,JAMES,D,RICE,0.00,0.00,50.00,0.00,0.00,50.00,277489073,RICE FINANCIAL PRODUCTS COMPANY,03/31/2017
3985753414,04/01/2022,06/30/2022,13202,TYLER,,MANIC,0.00,0.00,0.00,0.00,0.00,143.74,1969769195,SHERBEL PROPERTIES LLC,01/18/2023
2522097914,07/01/2022,09/30/2022,3996,DONOVAN,W,PEPPER,15000.00,0.00,100.00,0.00,0.00,15200.00,4244390342,WALGREEN CO.,10/17/2022
2144588448,04/01/2019,06/30/2019,4195,TIMOTHY,K.,HINCHMAN,0.00,0.00,0.00,0.00,0.00,53.50,1247532477,MCDONALD'S CORPORATION,06/24/2019
2298370474,07/01/2022,09/30/2022,5127,PAT,,DOERR,100.00,100.00,150.00,150.00,100.00,645.00,841403895,HOSPITALITY BUSINESS ASSOC OF CHICAGO,10/17/2022
2667204213,07/01/2022,09/30/2022,4116,JEROME,S,SCHAIN,0.00,0.00,0.00,0.00,0.00,413.76,3620005214,NOVAK CONSTRUCTION COMPANY,10/17/2022
710405539,07/01/2022,09/30/2022,25745,MARISA,,BERRY,0.00,160.76,666.46,0.00,160.76,827.22,1641217375,MORGAN STANLEY & CO. LLC,10/16/2022
1134867157,07/01/2022,09/30/2022,20566,COLLIN,,TEAGUE,0.00,160.76,1098.29,0.00,160.76,1259.05,2044198427,MORGAN STANLEY & CO. LLC,10/16/2022
3528369454,07/01/2014,09/30/2014,3992,VIRGINIA,,PACE,0.00,0.00,0.00,0.00,0.00,225.00,569353699,G&A CONSTRUCTION,01/12/2015
3123939886,10/01/2017,12/31/2017,15261,FRANK,C,BOSCO,0.00,0.00,251.09,0.00,0.00,251.09,1570551163,THERMO FISHER SCIENTIFIC,01/17/2018
3849585839,07/01/2022,09/30/2022,25488,MATTHEW,,ALLEE,0.00,0.00,0.00,0.00,0.00,50.00,904106380,4351-59 MLK LP,10/18/2022
2763136651,04/01/2015,06/30/2015,5127,PAT,,DOERR,0.00,0.00,0.00,100.00,0.00,275.00,841403895,HOSPITALITY BUSINESS ASSOC OF CHICAGO,07/20/2015
2667204213,07/01/2022,09/30/2022,4348,WILLIAM,JP,BANKS,0.00,0.00,0.00,0.00,0.00,413.76,3620005214,NOVAK CONSTRUCTION COMPANY,10/18/2022
2440429876,07/01/2018,09/30/2018,16002,RICHARD,,VELAZQUEZ,0.00,0.00,0.00,0.00,0.00,75.00,875209509,"MIDWAY MOVING & STORAGE, INC.",11/30/2018
2999640672,01/01/2015,03/31/2015,3752,MITCHELL,A,CARRELL,0.00,0.00,0.00,0.00,0.00,50.00,1666535431,"OPTIMA CENTER CHICAGO II, LLC",01/27/2016
492203033,01/01/2016,03/31/2016,9082,JOSEPH,E,PILEWSKI,0.00,0.00,44.03,0.00,0.00,44.03,2806544094,LAKESHORE BEVERAGE,10/18/2016
3473073763,01/01/2014,03/31/2014,3996,DONOVAN,W,PEPPER,2500.00,0.00,250.00,0.00,0.00,3000.00,3747438516,WALGREEN CO.,04/09/2014
894079454,01/01/2019,03/31/2019,11701,MICHAEL,,SYNOWIECKI,0.00,75.00,0.00,0.00,75.00,75.00,3699287249,VAPOR TECHNOLOGY ASSOCIATION,12/12/2019
4205044484,04/01/2018,06/30/2018,12261,BRIAN,,WYNNE,0.00,0.00,78.58,0.00,0.00,78.58,2044198427,MORGAN STANLEY & CO. LLC,07/19/2018
1239537876,07/01/2022,09/30/2022,25488,MATTHEW,,ALLEE,0.00,0.00,0.00,0.00,0.00,36.38,2777772302,HOWARD BROWN HEALTH CENTER,10/18/2022
2667204213,07/01/2022,09/30/2022,11241,JAMES,,GRIFFIN,0.00,0.00,0.00,0.00,0.00,413.76,3620005214,NOVAK CONSTRUCTION COMPANY,10/18/2022
2550206780,04/01/2014,06/30/2014,4110,WILLIAM,K,THOMPSON,0.00,0.00,500.00,0.00,0.00,500.00,2983643587,RAYMOND JAMES,07/22/2014
769045087,04/01/2015,06/30/2015,4273,JACK,L,PARRINO,0.00,0.00,0.00,0.00,0.00,140.00,3054141104,SURFACE SOLUTIONS GROUP,07/21/2015
1165421001,01/01/2015,03/31/2015,3876,V. LARA,,DELEONE,0.00,0.00,48.00,0.00,0.00,48.00,2808135769,KEYBANK NATIONAL ASSOCIATION,04/14/2015
933204979,07/01/2021,09/30/2021,24927,CHRISTOPHER,,JESSUP,0.00,0.00,0.00,0.00,0.00,250.00,1188783448,ILLINOIS HOSPITAL ASSOCIATION,10/14/2021
174454810,10/01/2017,12/31/2017,19184,BRIDGET,,SHEEHAN,0.00,0.00,39.65,0.00,0.00,39.65,4135737649,"MOBILITIE, LLC",01/15/2018
1952192097,01/01/2014,03/31/2014,3836,JOHN,A,DOERRER,0.00,64.00,0.00,0.00,64.00,64.00,3208038596,IPT LLC,07/03/2014
3823362904,01/01/2014,03/31/2014,4330,MARINA,Y,FAZ-HUPPERT,0.00,0.00,150.00,0.00,0.00,150.00,3538227539,LOCAL 881 UNITED FOOD AND COMMERCIAL WORKERS,04/28/2014
