COMPENSATION_ID,PERIOD_START,PERIOD_END,LOBBYIST_ID,LOBBYIST_FIRST_NAME,LOBBYIST_MIDDLE_INITIAL,LOBBYIST_LAST_NAME,COMPENSATION_AMOUNT,CLIENT_ID,CLIENT_NAME,CREATED_DATE
2787849843,07/01/2021,09/30/2021,12721,JORDAN,,MATYAS,1500.00,4197493432,"STAALSEN CONSTRUCTION COMPANY, INC.",10/20/2021
4237428886,04/01/2020,06/30/2020,15081,LIZ,,BUTLER,2500.00,2083777422,LION HALSTED 2 LLC,11/06/2020
666529935,01/01/2020,03/31/2020,4010,RICHARD,F.,KLAWITER,2500.00,1566566283,TUCKER DEVELOPMENT,11/06/2020
3654337158,10/01/2022,12/31/2022,6842,JOHN,J,GEORGE,2000.00,1960603301,MR. AND MRS. KOS,01/09/2023
666529935,01/01/2020,03/31/2020,4010,RICHARD,F.,KLAWITER,2500.00,3291312945,REGENCY CENTERS,11/06/2020
2247419528,07/01/2020,09/30/2020,15081,LIZ,,BUTLER,2500.00,679852212,"WRIGLEY FIELD HOLDINGS, LLC",11/06/2020
3867464959,01/01/2020,03/31/2020,4010,RICHARD,F.,KLAWITER,5000.00,1696101662,"ALLOY PROPERTY COMPANY, LLC",11/06/2020
557879243,01/01/2020,03/31/2020,4010,RICHARD,F.,KLAWITER,1500.00,2845829364,MOODY BIBLE INSTITUTE,11/06/2020
3993392864,07/01/2020,09/30/2020,4010,RICHARD,F.,KLAWITER,2000.00,1556749614,"CLAYCO, INC.",11/06/2020
488548203,04/01/2020,06/30/2020,4010,RICHARD,F.,KLAWITER,5000.00,1696101662,"ALLOY PROPERTY COMPANY, LLC",11/06/2020
3466400189,04/01/2020,06/30/2020,15081,LIZ,,BUTLER,1500.00,1186401762,EXPERIENTIAL CAPITAL GROUP,11/06/2020
2335902936,07/01/2020,09/30/2020,15081,LIZ,,BUTLER,5000.00,1104621653,RELATED MIDWEST,11/06/2020
513747332,04/01/2021,06/30/2021,4397,WARREN,E,SILVER,493.75,2179585377,EVOKE TATTOOS LLC,01/19/2022
378238141,07/01/2021,09/30/2021,4193,JOHN,F,DUNN,5000.00,3569199162,"SSP AMERICA, INC.",10/20/2021
3462163126,07/01/2020,09/30/2020,4010,RICHARD,F.,KLAWITER,1500.00,2912587071,GOLUB & CO.,11/06/2020
666529935,01/01/2020,03/31/2020,15081,LIZ,,BUTLER,2500.00,1166510497,SHOREWOOD DEVELOPMENT GROUP LLC,11/06/2020
3623623208,07/01/2021,09/30/2021,4397,WARREN,E,SILVER,592.50,3205147793,HLD CAPITAL MANAGEMENT,01/19/2022
2335902936,07/01/2020,09/30/2020,15081,LIZ,,BUTLER,5000.00,430581004,BLUE STAR PROPERTIES,11/06/2020
3993392864,07/01/2020,09/30/2020,4010,RICHARD,F.,KLAWITER,2000.00,2505327057,THE JAFFE COMPANIES,11/06/2020
3202848188,10/01/2021,12/31/2021,3753,LANGDON,D,NEAL,500.00,2949061350,"OZINGA READY MIX CONCRETE, INC",01/19/2022
16694203,04/01/2022,06/30/2022,11701,MICHAEL,,SYNOWIECKI,960.00,3650928887,"IHC CONSTRUCTION COMPANIES, LLC",01/09/2023
2996495707,04/01/2020,06/30/2020,4010,RICHARD,F.,KLAWITER,2000.00,3399829339,THOR EQUITIES,11/06/2020
199948919,07/01/2021,09/30/2021,19381,JON,,LEACH,1035.00,1292143199,"PURE STORAGE, INC.",10/20/2021
591468391,07/01/2021,09/30/2021,6104,LAWRENCE,S.,ADELSON,125.00,3169824273,GNP REALTY PARTNERS,10/20/2021
666529935,01/01/2020,03/31/2020,15081,LIZ,,BUTLER,2500.00,2083777422,LION HALSTED 2 LLC,11/06/2020
1391928108,07/01/2021,09/30/2021,3931,MICHAEL,S,LAUBE,27040.00,123802561,CIM,10/20/2021
3867464959,01/01/2020,03/31/2020,4010,RICHARD,F.,KLAWITER,5000.00,3112603922,VIENNA SAUSAGE MANUFACTURING CO.,11/06/2020
2247419528,07/01/2020,09/30/2020,4010,RICHARD,F.,KLAWITER,2500.00,142699114,DRAPER AND KRAMER,11/06/2020
2489563311,07/01/2022,09/30/2022,11701,MICHAEL,,SYNOWIECKI,480.00,3650928887,"IHC CONSTRUCTION COMPANIES, LLC",01/09/2023
3867464959,01/01/2020,03/31/2020,4010,RICHARD,F.,KLAWITER,5000.00,3503387740,NEWCASTLE LIMITED,11/06/2020
4237428886,04/01/2020,06/30/2020,15081,LIZ,,BUTLER,2500.00,134974024,"CHICAGO FIRE SOCCER HOLDINGS, LLC",11/06/2020
1908258813,07/01/2021,09/30/2021,25132,JUDITH,,GOLD,7500.00,2148425495,AMERICAN AIRLINES,10/20/2021
1144290406,10/01/2022,12/31/2022,3837,MICHAEL,P,CIACCIO,4000.00,1061822711,TEAMSTERS JOINT COUNCIL 25,01/09/2023
824186514,07/01/2021,09/30/2021,4052,CHRISTOPHER,J,DUNN,400.00,637557588,GOLDEN APPLE FOUNDATION,10/20/2021
252532866,10/01/2021,12/31/2021,25199,KEN,,DUNKIN,6500.00,270667979,SINGLE ROOM HOUSING ASSISTANCE CORPORATION,01/19/2022
2540751013,01/01/2021,03/31/2021,4202,KATRIINA,,MCGUIRE,500.00,273282341,LUZ & ASSOCIATES,10/20/2021
2247419528,07/01/2020,09/30/2020,15081,LIZ,,BUTLER,2500.00,2759623331,THE REBUILD FOUNDATION NFP,11/06/2020
3462163126,07/01/2020,09/30/2020,4010,RICHARD,F.,KLAWITER,1500.00,3146441767,TISHMAN SPEYER PROPERTIES,11/06/2020
3202848188,10/01/2021,12/31/2021,4202,KATRIINA,,MCGUIRE,500.00,1869676004,REBEL HOSPITALITY LLC,01/19/2022
4089801791,07/01/2022,09/30/2022,6164,GABRIELLE,,BRUSSEL,25000.00,3481189951,"JCDECAUX CHICAGO, LLC",10/09/2022
4119984381,10/01/2021,12/31/2021,3753,LANGDON,D,NEAL,1500.00,1581636038,M.E. OLSON CONSTRUCTION INC.,01/19/2022
4287835748,01/01/2020,03/31/2020,4010,RICHARD,F.,KLAWITER,1000.00,3249117456,CEDAR STREET CAPITAL PARTNERS LLC,11/06/2020
1815609535,01/01/2022,03/31/2022,11701,MICHAEL,,SYNOWIECKI,525.00,1133176223,"KLF ENTERPRISES, INC.",01/09/2023
2787849843,07/01/2021,09/30/2021,4202,KATRIINA,,MCGUIRE,1500.00,3674217920,SEMINARY PROPERTIES & MANAGEMENT LTD,10/20/2021
1117909194,04/01/2021,06/30/2021,4397,WARREN,E,SILVER,13726.25,677532906,HAYES PROPERTIES,01/19/2022
488548203,04/01/2020,06/30/2020,4010,RICHARD,F.,KLAWITER,5000.00,3503387740,NEWCASTLE LIMITED,11/06/2020
1407598199,01/01/2020,03/31/2020,4010,RICHARD,F.,KLAWITER,2000.00,278811004,R2 COMPANIES,11/06/2020
2335902936,07/01/2020,09/30/2020,15081,LIZ,,BUTLER,5000.00,2841468665,"INNOVATIVE MARKETS, INC.",11/06/2020
4119984381,10/01/2021,12/31/2021,3753,LANGDON,D,NEAL,1500.00,740513086,MICHAEL ALTER,01/19/2022
3097975492,04/01/2020,06/30/2020,4010,RICHARD,F.,KLAWITER,1000.00,2266271569,CRM PROPERTIES,11/06/2020
2247419528,07/01/2020,09/30/2020,15081,LIZ,,BUTLER,2500.00,3830683970,"LENDLEASE DEVELOPMENTS, INC.",11/06/2020
3097975492,04/01/2020,06/30/2020,4010,RICHARD,F.,KLAWITER,1000.00,4077221674,SANGAMONROE LLC,11/06/2020
3867464959,01/01/2020,03/31/2020,15081,LIZ,,BUTLER,5000.00,480136129,UNIVERSITY OF CHICAGO,11/06/2020
3549979964,04/01/2022,06/30/2022,5861,THOMAS,S,MOORE,3700.00,967745946,"LIAVITSKYI, MARAT",07/14/2022
3462163126,07/01/2020,09/30/2020,4010,RICHARD,F.,KLAWITER,1500.00,1641152195,DEPAUL COLLEGE PREP,11/06/2020
2335902936,07/01/2020,09/30/2020,15081,LIZ,,BUTLER,5000.00,2170487075,"CONVEXITY PROPERTIES, LLC",11/06/2020
2283237414,10/01/2021,12/31/2021,4065,DANIEL,A,FINKEL,5000.00,3916428240,GOLD COAST TICKETS,01/19/2022
4221344237,04/01/2022,06/30/2022,5861,THOMAS,S,MOORE,4500.00,2961149134,"NONES, VICTORIA",07/14/2022
1856657468,04/01/2020,06/30/2020,15081,LIZ,,BUTLER,3000.00,480378079,INTERFAITH HOUSING DEVELOPMENT CORPORATION,11/06/2020
2247419528,07/01/2020,09/30/2020,15081,LIZ,,BUTLER,2500.00,142699114,DRAPER AND KRAMER,11/06/2020
3462163126,07/01/2020,09/30/2020,4010,RICHARD,F.,KLAWITER,1500.00,2845829364,MOODY BIBLE INSTITUTE,11/06/2020
2247419528,07/01/2020,09/30/2020,15081,LIZ,,BUTLER,2500.00,1066500617,DAN MANOJLOVSKI,11/06/2020
3196080997,07/01/2020,09/30/2020,15081,LIZ,,BUTLER,3000.00,2892757573,HYPERGRID LLC,11/06/2020
2619860411,07/01/2021,09/30/2021,24720,ALAN,J,SULLIVAN,183.00,1329016318,"JCDECAUX AIRPORT CHICAGO, LLC",10/20/2021
3867464959,01/01/2020,03/31/2020,15081,LIZ,,BUTLER,5000.00,1943780836,NORTHPOINT DEVELOPMENT,11/06/2020
1124559741,07/01/2021,09/30/2021,24073,SAMANTHA,,STINSON,10000.00,192971571,REEF TECHNOLOGY,10/20/2021
1124559741,07/01/2021,09/30/2021,4193,JOHN,F,DUNN,10000.00,4040329599,DIAGEO NA,10/20/2021
351434748,04/01/2021,06/30/2021,19861,XIMENA,,CASTRO,18000.00,2974687058,ZSD MADCAR LLC,01/19/2022
208477623,07/01/2021,09/30/2021,4397,WARREN,E,SILVER,4246.25,2404258645,ALEJANDRA AREVALO,01/19/2022
497217820,10/01/2022,12/31/2022,6842,JOHN,J,GEORGE,500.00,113944064,JK EQUITIES LLC,01/09/2023
3867464959,01/01/2020,03/31/2020,15081,LIZ,,BUTLER,5000.00,1104621653,RELATED MIDWEST,11/06/2020
612151276,10/01/2021,12/31/2021,25403,BRAEDEN,E,LORD,1000.00,772363330,"GLENSTAR PROPERTIES, LLC",01/19/2022
2996495707,04/01/2020,06/30/2020,4010,RICHARD,F.,KLAWITER,2000.00,2505327057,THE JAFFE COMPANIES,11/06/2020
3466400189,04/01/2020,06/30/2020,4010,RICHARD,F.,KLAWITER,1500.00,2845829364,MOODY BIBLE INSTITUTE,11/06/2020
2335902936,07/01/2020,09/30/2020,15081,LIZ,,BUTLER,5000.00,480136129,UNIVERSITY OF CHICAGO,11/06/2020
2283237414,10/01/2021,12/31/2021,25186,PETER,M,FRIEDMAN,5000.00,266983791,BPG ACQUISITIONS LLC,01/19/2022
1435712189,07/01/2021,09/30/2021,5201,SAM,,TOIA,2000.00,83073491,ILLINOIS RESTAURANT ASSOCIATION,10/20/2021
2247419528,07/01/2020,09/30/2020,4010,RICHARD,F.,KLAWITER,2500.00,1640543200,BRIDGFORD FOODS,11/06/2020
3867464959,01/01/2020,03/31/2020,4010,RICHARD,F.,KLAWITER,5000.00,609440804,THE ONNI GROUP,11/06/2020
2787849843,07/01/2021,09/30/2021,12721,JORDAN,,MATYAS,1500.00,3440882712,PARC CHESTNUT,10/20/2021
3466400189,04/01/2020,06/30/2020,4010,RICHARD,F.,KLAWITER,1500.00,3541695009,EQUITY GROUP INVESTMENTS,11/06/2020
3993392864,07/01/2020,09/30/2020,4010,RICHARD,F.,KLAWITER,2000.00,278811004,R2 COMPANIES,11/06/2020
2247419528,07/01/2020,09/30/2020,15081,LIZ,,BUTLER,2500.00,2191182081,"LANDMARK DEVELOPMENT SERVICE COMPANY, LLC",11/06/2020
2247419528,07/01/2020,09/30/2020,4010,RICHARD,F.,KLAWITER,2500.00,3112603922,VIENNA SAUSAGE MANUFACTURING CO.,11/06/2020
2335902936,07/01/2020,09/30/2020,15081,LIZ,,BUTLER,5000.00,1259269719,"DRIVE SHACK HOLDINGS, LLC",11/06/2020
3155583941,10/01/2022,12/31/2022,6842,JOHN,J,GEORGE,5000.00,3204443238,GSP DEVELOPMENT,01/09/2023
3486411985,10/01/2021,12/31/2021,4193,JOHN,F,DUNN,15000.00,660537942,MIDWEST GAMING AND ENTERTAINMENT LLC,01/19/2022
3466400189,04/01/2020,06/30/2020,4010,RICHARD,F.,KLAWITER,1500.00,1787935822,KNICKPOINT REAL ESTATE LLC,11/06/2020
3867464959,01/01/2020,03/31/2020,4010,RICHARD,F.,KLAWITER,5000.00,2191182081,"LANDMARK DEVELOPMENT SERVICE COMPANY, LLC",11/06/2020
1831773319,10/01/2021,12/31/2021,24102,MARTIN,,WOOD,2000.00,2335922902,"STERLING BAY, LLC AND ITS AFFILIATES",01/19/2022
1031820649,07/01/2020,09/30/2020,15081,LIZ,,BUTLER,1000.00,575257504,VIENNA BEEF LTD.,11/06/2020
3867464959,01/01/2020,03/31/2020,15081,LIZ,,BUTLER,5000.00,3664673190,BEACON CAPITAL PARTNERS LLC,11/06/2020
1746338069,07/01/2021,09/30/2021,4202,KATRIINA,,MCGUIRE,500.00,999194542,LANDROSH DEVELOPMENT LLC,10/20/2021
488548203,04/01/2020,06/30/2020,15081,LIZ,,BUTLER,5000.00,2841468665,"INNOVATIVE MARKETS, INC.",11/06/2020
488548203,04/01/2020,06/30/2020,4010,RICHARD,F.,KLAWITER,5000.00,3112603922,VIENNA SAUSAGE MANUFACTURING CO.,11/06/2020
1831773319,10/01/2021,12/31/2021,18602,KEATING,,CROWN,2000.00,2335922902,"STERLING BAY, LLC AND ITS AFFILIATES",01/19/2022
2889578978,07/01/2021,09/30/2021,4052,CHRISTOPHER,J,DUNN,1250.00,2753598311,NATIONAL LOUIS UNIVERSITY,10/20/2021
666529935,01/01/2020,03/31/2020,4010,RICHARD,F.,KLAWITER,2500.00,1640543200,BRIDGFORD FOODS,11/06/2020
4237428886,04/01/2020,06/30/2020,4010,RICHARD,F.,KLAWITER,2500.00,1566566283,TUCKER DEVELOPMENT,11/06/2020
3097975492,04/01/2020,06/30/2020,15081,LIZ,,BUTLER,1000.00,575257504,VIENNA BEEF LTD.,11/06/2020
1407598199,01/01/2020,03/31/2020,4010,RICHARD,F.,KLAWITER,2000.00,3399829339,THOR EQUITIES,11/06/2020
2247419528,07/01/2020,09/30/2020,15081,LIZ,,BUTLER,2500.00,1641152195,DEPAUL COLLEGE PREP,11/06/2020
81900804,04/01/2020,06/30/2020,15081,LIZ,,BUTLER,2400.00,3499549763,"PROLOGIS, INC.",11/06/2020
1746338069,07/01/2021,09/30/2021,19002,NICK,,FTIKAS,500.00,3203212301,TEMPUS GROUP HOLDING LLC C/O ZAFAR HUSSAIN,10/20/2021
2335902936,07/01/2020,09/30/2020,15081,LIZ,,BUTLER,5000.00,3664673190,BEACON CAPITAL PARTNERS LLC,11/06/2020
2247419528,07/01/2020,09/30/2020,15081,LIZ,,BUTLER,2500.00,1166510497,SHOREWOOD DEVELOPMENT GROUP LLC,11/06/2020
1134862639,04/01/2022,06/30/2022,11493,SEAN,,OSHEA,1666.66,2090678910,ENVIRONMENTAL LAW AND POLICY CENTER,07/14/2022
3679866855,04/01/2021,06/30/2021,4316,BERNARD,I,CITRON,10972.50,1801341694,VISION 2020 INVESTMENT GROUP LLC,10/20/2021
488548203,04/01/2020,06/30/2020,15081,LIZ,,BUTLER,5000.00,1939168489,HINES INTERESTS LIMITED PARTNERSHIP,11/06/2020
1746338069,07/01/2021,09/30/2021,4202,KATRIINA,,MCGUIRE,500.00,1692031908,CONDOR PARTNERS LLC,10/20/2021
2335902936,07/01/2020,09/30/2020,4010,RICHARD,F.,KLAWITER,5000.00,3922076622,MARQUETTE PROPERTY INVESTMENTS,11/06/2020
3276818791,07/01/2021,09/30/2021,4316,BERNARD,I,CITRON,1995.00,1801341694,VISION 2020 INVESTMENT GROUP LLC,10/20/2021
1601731865,07/01/2022,09/30/2022,25253,ARIELLE,,MAFFEI,18000.00,2820166298,"SUPERPEDESTRIAN, INC.",10/10/2022
827499129,10/01/2021,12/31/2021,4304,ANDREW,P,SCOTT,4000.00,4151067526,THE INTERFAITH HOUSING DEVELOPMENT CORPORATION OF CHICAGO,01/19/2022
497217820,10/01/2022,12/31/2022,6842,JOHN,J,GEORGE,500.00,2555416491,GIBSONS RESTAURANT GROUP,01/09/2023
3867464959,01/01/2020,03/31/2020,15081,LIZ,,BUTLER,5000.00,3249117456,CEDAR STREET CAPITAL PARTNERS LLC,11/06/2020
3867464959,01/01/2020,03/31/2020,4010,RICHARD,F.,KLAWITER,5000.00,176248196,TRAMMELL CROW COMPANY,11/06/2020
3695941866,04/01/2022,06/30/2022,18141,ALVARO,,OBREGON,1.00,3026194663,AARP ILLINOIS,07/14/2022
4041089023,01/01/2020,03/31/2020,15081,LIZ,,BUTLER,3000.00,2892757573,HYPERGRID LLC,11/06/2020
2617338038,07/01/2021,09/30/2021,4278,HOMERO,,TRISTAN,15000.00,528786871,ORACLE,10/20/2021
3867464959,01/01/2020,03/31/2020,4010,RICHARD,F.,KLAWITER,5000.00,3922076622,MARQUETTE PROPERTY INVESTMENTS,11/06/2020
1484831373,10/01/2022,12/31/2022,6561,RICHARD,,TOTH,90.00,2751105487,WES OLKER,01/09/2023
4237428886,04/01/2020,06/30/2020,15081,LIZ,,BUTLER,2500.00,1166510497,SHOREWOOD DEVELOPMENT GROUP LLC,11/06/2020
489666380,04/01/2022,06/30/2022,11493,SEAN,,OSHEA,3333.00,917408320,"CONDUENT, INC. AND ITS AFFILIATES",07/14/2022
3993392864,07/01/2020,09/30/2020,15081,LIZ,,BUTLER,2000.00,3304786455,"CHICAGO NEIGHBORHOOD INITIATIVES, INC.",11/06/2020
3867464959,01/01/2020,03/31/2020,4010,RICHARD,F.,KLAWITER,5000.00,1065982169,RELATED MIDWEST,11/06/2020
2335902936,07/01/2020,09/30/2020,4010,RICHARD,F.,KLAWITER,5000.00,3451065673,WASTE MANAGEMENT INC.,11/06/2020
488548203,04/01/2020,06/30/2020,15081,LIZ,,BUTLER,5000.00,3249117456,CEDAR STREET CAPITAL PARTNERS LLC,11/06/2020
1863926113,07/01/2022,09/30/2022,3862,SANDRA,M,WIDERBORG,7955.00,1142196526,"UNITED AIRLINES, INC.",10/10/2022
3466400189,04/01/2020,06/30/2020,15081,LIZ,,BUTLER,1500.00,2477154160,URBAN KAYAKS,11/06/2020
488548203,04/01/2020,06/30/2020,4010,RICHARD,F.,KLAWITER,5000.00,176248196,TRAMMELL CROW COMPANY,11/06/2020
904850579,04/01/2022,06/30/2022,5861,THOMAS,S,MOORE,1300.00,3041926199,JOSEPH TRASK,07/14/2022
2827911004,10/01/2021,12/31/2021,4316,BERNARD,I,CITRON,113.00,1801341694,VISION 2020 INVESTMENT GROUP LLC,01/19/2022
2335902936,07/01/2020,09/30/2020,4010,RICHARD,F.,KLAWITER,5000.00,1943780836,NORTHPOINT DEVELOPMENT,11/06/2020
1831773319,10/01/2021,12/31/2021,4069,STEVEN,D,FRIEDLAND,2000.00,3250999144,"MERCY HOUSING, INC.",01/19/2022
1475624767,10/01/2021,12/31/2021,3753,LANGDON,D,NEAL,3000.00,2468692627,GRIT CHICAGO/CHICAGO NEIGHBORHOOD INITIATIVES,01/19/2022
2787849843,07/01/2021,09/30/2021,4202,KATRIINA,,MCGUIRE,1500.00,3508805549,STRUCTURED DEVELOPMENT LLC,10/20/2021
4041089023,01/01/2020,03/31/2020,15081,LIZ,,BUTLER,3000.00,1664047852,MCCAFFERY INTERESTS,11/06/2020
1152781039,10/01/2022,12/31/2022,6561,RICHARD,,TOTH,360.00,1696637270,TP FULTON LLC,01/09/2023
3255818742,10/01/2022,12/31/2022,25484,MAUREEN,,WHITFIELD,126.00,155426226,CROWN CASTLE,01/09/2023
2335902936,07/01/2020,09/30/2020,4010,RICHARD,F.,KLAWITER,5000.00,1065982169,RELATED MIDWEST,11/06/2020
2283237414,10/01/2021,12/31/2021,6842,JOHN,J,GEORGE,5000.00,4115573943,ADVOCATE AURORA HEALTH ILLINOIS MASONIC,01/19/2022
557879243,01/01/2020,03/31/2020,15081,LIZ,,BUTLER,1500.00,1186401762,EXPERIENTIAL CAPITAL GROUP,11/06/2020
1831773319,10/01/2021,12/31/2021,11485,MATTHEW,,QUINN,2000.00,83073491,ILLINOIS RESTAURANT ASSOCIATION,01/19/2022
4146079618,01/01/2021,03/31/2021,4202,KATRIINA,,MCGUIRE,1500.00,1692031908,CONDOR PARTNERS LLC,10/20/2021
3555553851,01/01/2021,03/31/2021,4202,KATRIINA,,MCGUIRE,750.00,2301453376,"VISTA PROPERTY HOLDING, LLC",10/20/2021
1746338069,07/01/2021,09/30/2021,19002,NICK,,FTIKAS,500.00,969732550,1948 HALSTED LLC C/O MIKE KRUEGER,10/20/2021
612151276,10/01/2021,12/31/2021,4202,KATRIINA,,MCGUIRE,1000.00,1746873245,"WHITE OAK REALTY PARTNERS, LLC",01/19/2022
1809718296,10/01/2021,12/31/2021,3753,LANGDON,D,NEAL,750.00,835374849,PARK COMMONS LLC,01/19/2022
1748724591,04/01/2022,06/30/2022,5861,THOMAS,S,MOORE,3100.00,3927654440,"MCRAITH, MICHAEL",07/14/2022
612151276,10/01/2021,12/31/2021,3753,LANGDON,D,NEAL,1000.00,2219656050,"ENCHANTED ROCK, LLC",01/19/2022
1105433397,10/01/2021,12/31/2021,24722,MAYRA,,VAZQUEZ,84.24,3169217258,FACEBOOK INC.,01/19/2022
4119984381,10/01/2021,12/31/2021,3831,MYLES,D,BERMAN,1500.00,1351617248,WEST SHORE PIPE LINE CO,01/19/2022
2419661368,10/01/2021,12/31/2021,4003,SCOTT,E,SAEF,6862.80,2986561131,COMMONWEALTH EDISON,01/19/2022
213563196,01/01/2021,03/31/2021,4202,KATRIINA,,MCGUIRE,1000.00,1869676004,REBEL HOSPITALITY LLC,10/20/2021
213563196,01/01/2021,03/31/2021,4202,KATRIINA,,MCGUIRE,1000.00,3388347956,"LEXINGTON HOMES ILLINOIS, LLC",10/20/2021
3055550057,10/01/2023,12/31/2023,26201,GIL,,QUINIONES,1476.55,957409083,COMED,01/03/2024
552852926,07/01/2021,09/30/2021,4278,HOMERO,,TRISTAN,966.00,1844651063,"CRUZ'S LIQUORS, INC.",10/20/2021
2283237414,10/01/2021,12/31/2021,4069,STEVEN,D,FRIEDLAND,5000.00,747544725,HISPANIC HOUSING DEVELOPMENT CORPORATION,01/19/2022
1746338069,07/01/2021,09/30/2021,19001,SARA,,BARNES,500.00,3056101786,SZP-1916 S LEAVITT LLC C/O CHI ZHANG,10/20/2021
2956038234,07/01/2021,09/30/2021,4269,PEDRO,,CERVANTES,6937.50,109291080,CG3 LLC,10/20/2021
1980026152,07/01/2022,09/30/2022,3962,CHRIS,A,LEACH,5000.00,3204443238,GSP DEVELOPMENT,10/10/2022
4041877759,04/01/2022,06/30/2022,24968,JOHN,,MOYER,192.31,2372083097,CLEAR CHANNEL AIRPORTS,07/14/2022
2073532806,04/01/2021,06/30/2021,4202,KATRIINA,,MCGUIRE,500.00,1869676004,REBEL HOSPITALITY LLC,10/20/2021
2046247147,07/01/2022,09/30/2022,25050,GREGORY,,WHEELER,2885.00,1142196526,"UNITED AIRLINES, INC.",10/10/2022
1017093713,10/01/2021,12/31/2021,4193,JOHN,F,DUNN,22500.00,3022944172,GOPUFF,01/19/2022
1435712189,07/01/2021,09/30/2021,24811,MARGARET,,VAUGHN,2000.00,3598973004,CHICAGO ROOFING CONTRACTORS ASSOCIATION,10/21/2021
2671946198,04/01/2022,06/30/2022,4082,THOMAS,E,LIVINGSTON,25000.00,129262074,CSX CORPORATION,07/14/2022
441549297,04/01/2021,06/30/2021,4202,KATRIINA,,MCGUIRE,2500.00,3728122200,"TANDEM PARTNERS, LLC",10/20/2021
3771625333,04/01/2021,06/30/2021,9382,TALAR,,BERBERIAN,52.50,1801341694,VISION 2020 INVESTMENT GROUP LLC,10/20/2021
4252115189,01/01/2021,03/31/2021,4316,BERNARD,I,CITRON,3325.00,1801341694,VISION 2020 INVESTMENT GROUP LLC,10/20/2021
2787849843,07/01/2021,09/30/2021,6321,DONALD,J,STORINO,1500.00,2199930133,MACERICH,10/20/2021
2454262473,04/01/2022,06/30/2022,5861,THOMAS,S,MOORE,1100.00,2463889207,"SMYLIE, MICHAEL",07/14/2022
3155583941,10/01/2022,12/31/2022,3962,CHRIS,A,LEACH,5000.00,8440873,CENTRIO CHICAGO,01/09/2023
3155583941,10/01/2022,12/31/2022,6842,JOHN,J,GEORGE,5000.00,4233714662,LIAM KREHBIEL,01/09/2023
2518329786,04/01/2020,06/30/2020,24728,KENNETH,,SAWYER,7500.00,3240048196,TOBACCO FREE KIDS,11/08/2020
434839975,04/01/2020,06/30/2020,24728,KENNETH,,SAWYER,13000.00,211676529,CRESCO LABS LLC,11/08/2020
3789692601,07/01/2020,09/30/2020,24728,KENNETH,,SAWYER,13000.00,211676529,CRESCO LABS LLC,11/08/2020
1662079603,01/01/2020,03/31/2020,24728,KENNETH,,SAWYER,13000.00,211676529,CRESCO LABS LLC,11/08/2020
881597267,07/01/2020,09/30/2020,24728,KENNETH,,SAWYER,7500.00,3240048196,TOBACCO FREE KIDS,11/08/2020
3993392864,07/01/2020,09/30/2020,18883,PERICLES,,ABBASI,2000.00,407051315,ASHLEY WENDELA AND BRENDAN METZGER,11/09/2020
2335902936,07/01/2020,09/30/2020,18883,PERICLES,,ABBASI,5000.00,2651289726,"GAS PLUS, INC.",11/09/2020
3390727884,07/01/2021,09/30/2021,4193,JOHN,F,DUNN,21000.00,136804592,SONDER,10/20/2021
2096201610,07/01/2022,09/30/2022,3962,CHRIS,A,LEACH,1000.00,1658984534,BUSE ACQUISITION LLC,10/10/2022
1746338069,07/01/2021,09/30/2021,19002,NICK,,FTIKAS,500.00,3960210957,214 N HOMAN LLC C/O ALLISON RICHMAN,10/20/2021
2823192968,10/01/2022,12/31/2022,3962,CHRIS,A,LEACH,3000.00,1626688327,"HILCO REDEVLOPMENT PARTNERS, LLC (HRP)",01/09/2023
1831773319,10/01/2021,12/31/2021,3964,MARY KAY,,BONOMA,2000.00,83073491,ILLINOIS RESTAURANT ASSOCIATION,01/19/2022
1579788264,04/01/2021,06/30/2021,4202,KATRIINA,,MCGUIRE,1500.00,3674217920,SEMINARY PROPERTIES & MANAGEMENT LTD,10/20/2021
2283237414,10/01/2021,12/31/2021,25404,MARCUS,E,MARTINEZ,5000.00,1895499187,LAKEVIEW CHAMBER OF COMMERCE,01/19/2022
4119984381,10/01/2021,12/31/2021,3831,MYLES,D,BERMAN,1500.00,3084497643,SPLUNK INC,01/19/2022
1190235887,07/01/2021,09/30/2021,4397,WARREN,E,SILVER,2962.50,1526408737,REVBILLY'S CHOP SHOP INC,01/19/2022
3207148391,01/01/2021,03/31/2021,4397,WARREN,E,SILVER,296.25,3205147793,HLD CAPITAL MANAGEMENT,01/19/2022
326446974,07/01/2020,09/30/2020,24063,ALEXANDRA,,SIMS,6000.00,3993013958,VERIZON WIRELESS,11/17/2020
2565477941,10/01/2021,12/31/2021,23424,MARGARET,,HOULIHAN SMITH,4500.00,2362650141,ACCEL ENTERTAINMENT,01/19/2022
2340620349,10/01/2021,12/31/2021,4193,JOHN,F,DUNN,24000.00,3205599317,CLEAR,01/19/2022
1831773319,10/01/2021,12/31/2021,24911,JACK,,KIM,2000.00,2335922902,"STERLING BAY, LLC AND ITS AFFILIATES",01/19/2022
2895821069,10/01/2021,12/31/2021,3753,LANGDON,D,NEAL,9000.00,1608282647,PUBLIC BUILDING COMMISSION OF CHICAGO,01/19/2022
1831773319,10/01/2021,12/31/2021,6321,DONALD,J,STORINO,2000.00,2199930133,MACERICH,01/19/2022
