Year,LOBBYIST_ID,EMPLOYER_ID,CLIENT_ID,LOBBYIST_SALUTATION,LOBBYIST_FIRST_NAME,LOBBYIST_MIDDLE_INITIAL,LOBBYIST_LAST_NAME,LOBBYIST_SUFFIX,EMPLOYER_NAME,CLIENT_NAME
2022,25158,25617,48466,,BRENT,,ADAMS,,WOODSTOCK INSTITUTE,WOODSTOCK INSTITUTE
2022,24969,25287,48063,MR.,ALEX,,BRODSKY,,"REALTERM US, INC.","AERO CHICAGO II, LLC"
2022,21521,25486,46950,,JONAH,,SIEGELLAK,,MILLENNIUM ADVISORS,"MARK43, INC."
2022,4316,4384,48567,,BERNARD,I,CITRON,,THOMPSON COBURN LLP,ZSD CORP.
2022,3988,23742,13860,,STEVEN,F,GINSBERG,ESQ,GINSBERG JACOBS LLC,VERIZON WIRELESS
2022,24966,25287,48063,MR.,GREGORY,,RUSSELL,,"REALTERM US, INC.","AERO CHICAGO II, LLC"
2022,13202,11781,49412,,TYLER,,MANIC,,SCHAIN BANKS KENNY & SCHWARTZ,AGAR HOLDINGS LLC - 2243 W. 23RD SERIES
2022,13202,11781,49413,,TYLER,,MANIC,,SCHAIN BANKS KENNY & SCHWARTZ,BELEN GARIBAY
2022,13202,11781,49409,,TYLER,,MANIC,,SCHAIN BANKS KENNY & SCHWARTZ,1743 W LE MOYNE LLC
2022,13202,11781,34668,,TYLER,,MANIC,,SCHAIN BANKS KENNY & SCHWARTZ,MOCA LLC
2022,20343,26064,49408,,MICHAEL,,RUEMMLER,,MICHAEL RUEMMLER,HOUGHTON MIFFLIN HARCOURT
2022,25212,11781,47825,MR.,NICHOLAS,,STANDIFORD,,SCHAIN BANKS KENNY & SCHWARTZ,SEA CRAFT LLC
2022,20201,23621,48111,MR.,PATRICK,,WARTAN,,TAFT STETTINIUS & HOLLISTER LLP,"COMPTON, CAMERON & ELENA"
2022,4233,23665,49576,MR.,SCOTT,,BORSTEIN,,"NEAL & LEROY, LLC","PEP BOYS, INC."
2022,3753,23665,49482,,LANGDON,D,NEAL,,"NEAL & LEROY, LLC",548 CAPITAL JV
2022,13202,11781,49571,,TYLER,,MANIC,,SCHAIN BANKS KENNY & SCHWARTZ,JKM GRESHAM CHICKEN LLC
2022,4233,23665,49578,MR.,SCOTT,,BORSTEIN,,"NEAL & LEROY, LLC","TRAMMELL CROW COMPANY/BEACON CAPITAL PARTNERS, LLC"
2022,13202,11781,49579,,TYLER,,MANIC,,SCHAIN BANKS KENNY & SCHWARTZ,MARC BORTZ
2022,25227,25626,49584,,LIZ,,BUTLER,,ELROD FRIEDMAN LLP,BPG ACQUISITION LLC
2022,25750,26389,48825,MR.,DAVID,,SCHNAKENBERG,,"FRIED, FRANK, HARRIS, SHRIVER & JACOBSON LLP",BALLY'S CORPORATION
2022,3751,23665,48347,,AMAL,,SHAQILDI,,"NEAL & LEROY, LLC","ENCHANTED ROCK, LLC"
2022,20201,23621,49586,MR.,PATRICK,,WARTAN,,TAFT STETTINIUS & HOLLISTER LLP,REVANTAGE CORPORATE SOLUTIONS
2022,13202,11781,49581,,TYLER,,MANIC,,SCHAIN BANKS KENNY & SCHWARTZ,"PILSEN RENTALS, LLC SERIES XIX"
2022,3753,23665,49578,,LANGDON,D,NEAL,,"NEAL & LEROY, LLC","TRAMMELL CROW COMPANY/BEACON CAPITAL PARTNERS, LLC"
2022,3911,23665,49482,,CAROL,,STUBBLEFIELD,ESQ,"NEAL & LEROY, LLC",548 CAPITAL JV
2022,13202,11781,49572,,TYLER,,MANIC,,SCHAIN BANKS KENNY & SCHWARTZ,CHRIS KAPLON
2022,4233,23665,12549,MR.,SCOTT,,BORSTEIN,,"NEAL & LEROY, LLC",PROLOGIS
2022,3753,23665,46922,,LANGDON,D,NEAL,,"NEAL & LEROY, LLC","PROLOGIS, INC."
2022,13202,11781,49565,,TYLER,,MANIC,,SCHAIN BANKS KENNY & SCHWARTZ,SHERBEL PROPERTIES LLC
2022,3753,23665,49576,,LANGDON,D,NEAL,,"NEAL & LEROY, LLC","PEP BOYS, INC."
2022,13202,11781,49577,,TYLER,,MANIC,,SCHAIN BANKS KENNY & SCHWARTZ,"1407 S. MICHIGAN, LLC"
2022,13202,11781,49569,,TYLER,,MANIC,,SCHAIN BANKS KENNY & SCHWARTZ,FULL ACRE PROPERTIES LLC 4725 WESTERN SERIES
2022,22322,25529,48361,,JOANNE,,BAER (NEE MEULENDYKE),,"JPMORGAN CHASE BANK, NA","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION"
2022,25227,25626,49585,,LIZ,,BUTLER,,ELROD FRIEDMAN LLP,322 NORTH CLARK LLC
2022,9621,20301,49587,,MICHAEL,,EZGUR,,"ACOSTA EZGUR, LLC","1217 W. WASHINGTON, LLC"
2022,25488,11781,49583,,MATTHEW,,ALLEE,,SCHAIN BANKS KENNY & SCHWARTZ,JENNIFER CUSHMAN
2022,3751,23665,49482,,AMAL,,SHAQILDI,,"NEAL & LEROY, LLC",548 CAPITAL JV
2022,13202,11781,49564,,TYLER,,MANIC,,SCHAIN BANKS KENNY & SCHWARTZ,"BERENSTAIN PROPERTIES, L.L.C."
2022,13202,11781,49574,,TYLER,,MANIC,,SCHAIN BANKS KENNY & SCHWARTZ,"SPRINGFIELD ONE, LLC"
2022,13202,11781,49567,,TYLER,,MANIC,,SCHAIN BANKS KENNY & SCHWARTZ,215 N GREEN LLC
2022,13202,11781,49570,,TYLER,,MANIC,,SCHAIN BANKS KENNY & SCHWARTZ,AGAR HOLDINGS LLC -- 1836 W. 18TH SERIES
2022,13202,11781,49573,,TYLER,,MANIC,,SCHAIN BANKS KENNY & SCHWARTZ,"MONTROSE ONE, LLC"
2022,13202,11781,49575,,TYLER,,MANIC,,SCHAIN BANKS KENNY & SCHWARTZ,LV 2538 TROY LLC
2022,3753,23665,43843,,LANGDON,D,NEAL,,"NEAL & LEROY, LLC",THE BARACK OBAMA FOUNDATION
2022,13202,11781,49568,,TYLER,,MANIC,,SCHAIN BANKS KENNY & SCHWARTZ,EAGLE OZB I LP
2022,4239,11781,48575,,KEVIN,J,WOLFBERG,,SCHAIN BANKS KENNY & SCHWARTZ,TP 106TH LLC
2022,13202,11781,49566,,TYLER,,MANIC,,SCHAIN BANKS KENNY & SCHWARTZ,CREDIT UNION 1
2022,25403,26961,38664,MR.,BRAEDEN,E,LORD,,TAFT STETTINIUS & HOLLISTER LLP,OVER THE RAINBOW ASSOCIATION
2022,19861,25569,49604,,XIMENA,,CASTRO,ESQ.,"ACOSTA EZGUR, LLC",ROBERT BILHMAN II
2022,19001,25018,49611,,SARA,,BARNES,,LAW OFFICES OF SAMUEL V.P.BANKS,HPL 3355 SOUTHPORT LLC C/O LEE HARRIS
2022,10901,25504,47484,MS.,SAMANTHA,,COSTANZO,,CITIGROUP GLOBAL MARKETS INC.,CITIGROUP GLOBAL MARKETS INC.
2022,17642,18221,36941,MR.,TODD,,BAILEY,,HUNTINGTON BANK,HUNTINGTON BANK
2022,11488,25504,47485,MR.,GUY,,LOGAN,,CITIGROUP GLOBAL MARKETS INC.,CITIGROUP GLOBAL MARKETS INC.
2022,3857,26048,11903,MR.,ROBERT,J,REPEL,,ROBERT REPEL,BRADFORD AIRPORT LOGISTICS
2022,4228,25504,47487,,NEAL,H,ATTERMANN,,CITIGROUP GLOBAL MARKETS INC.,CITIGROUP GLOBAL MARKETS INC.
2022,24972,24971,48078,MS.,LYDIA,,AHERN,,"CITIBANK, N.A.","CITIBANK, N.A."
2022,14721,24971,33741,MR.,MARK,,RISCH,,"CITIBANK, N.A.","CITIBANK, N.A."
2022,13681,5801,33741,MR.,ANDY,,TAYLOR,,"CITIBANK, N.A.","CITIBANK, N.A."
2022,6082,4639,11906,MS.,ELIZABETH,,KREGOR,,INSTITUTE FOR JUSTICE,INSTITUTE FOR JUSTICE
2022,4301,21009,36141,,DANIEL,J,LYNCH,,"UNITED AIRLINES, INC.","UNITED AIRLINES, INC."
2022,25319,4639,11906,MR.,NOAH,M,BAZIS,,INSTITUTE FOR JUSTICE,INSTITUTE FOR JUSTICE
2022,9603,25510,48305,MR.,JEFF,,ALBERT,,MARKOFF LAW LLC,MARKOFF LAW LLC
2022,24693,24899,47338,MISS,CANDACE,,COLEMAN,,ACCESS LIVING OF METROPOLITAN CHICAGO,ACCESS LIVING OF METROPOLITAN CHICAGO
2022,24581,25083,47267,MS.,MARGARET,A,BUCHANAN,,IRISH AMERICAN HERITAGE CENTER,IRISH AMERICAN HERITAGE CENTER
2022,24483,25509,47960,,ANTHONY,,HRUSOVSKY,,"STERLING BAY, LLC","STERLING BAY, LLC AND ITS AFFILIATES"
2022,18601,25509,47960,MR.,ANDY,,GLOOR,,"STERLING BAY, LLC","STERLING BAY, LLC AND ITS AFFILIATES"
2022,24743,18401,38841,,JOSHUA,,HARRIS,,AARP ILLINOIS,AARP ILLINOIS
2022,13202,11781,48572,,TYLER,,MANIC,,SCHAIN BANKS KENNY & SCHWARTZ,LUIS CUZCO
2022,4068,4429,12492,MS.,DONNA,J,PUGH,,"FOLEY & LARDNER, LLP",MACERICH COMPANY
2022,24910,25509,47960,,CARLOS,,DEL VAL CURA,,"STERLING BAY, LLC","STERLING BAY, LLC AND ITS AFFILIATES"
2022,20282,4429,24548,MS.,MEAGHAN,E,O'CONNOR,,"FOLEY & LARDNER, LLP","THE HABITAT COMPANY, LLC"
2022,3789,25454,47459,MR.,NEIL,A,PRITZ,,PIPER SANDLER & CO.,PIPER SANDLER & CO.
2022,14081,4429,40962,MR.,MICHAEL,D,NOONAN,,"FOLEY & LARDNER, LLP",COVENANT HOUSE ILLINOIS
2022,24102,25509,47960,,MARTIN,,WOOD,,"STERLING BAY, LLC","STERLING BAY, LLC AND ITS AFFILIATES"
2022,13202,11781,27625,,TYLER,,MANIC,,SCHAIN BANKS KENNY & SCHWARTZ,NOVAK CONSTRUCTION COMPANY
2022,25373,26055,48299,MR.,JORGE,,PEREZ,PEREZ,JORGE PEREZ,"GENERAL III, LLC"
2022,14081,4429,38342,MR.,MICHAEL,D,NOONAN,,"FOLEY & LARDNER, LLP","TRI CITY FOODS, INC."
2022,24262,25509,47960,,REED,,EDWARDS,,"STERLING BAY, LLC","STERLING BAY, LLC AND ITS AFFILIATES"
2022,3863,4542,13369,MR.,GEOFFREY,,DICKINSON,,S.B. FRIEDMAN & CO.,RESURRECTION MEDICAL CENTER
2022,14261,25454,47459,MR.,JOHN,B,COAN,,PIPER SANDLER & CO.,PIPER SANDLER & CO.
2022,20562,25440,48238,MRS.,HOLLY,H,AGRA,,"MERCURY SKYLINE YACHT CHARTERS, INC DBA CHICAGO'S FIRST LADY CRUISES",CHICAGO'S FIRST LADY CRUISES
2022,24201,20945,41722,,EDWARD,,FETTERS,,"COMCAST CABLE COMMUNICATIONS MANAGEMENT, LLC","COMCAST CABLE COMMUNICATIONS MANAGEMENT, LLC"
2022,21721,22103,43222,,ANNE,M.,SKALLERUP,,TRANSUNION,TRANSUNION
2022,24481,26051,49083,,THOMAS,,REEDY,,"STIFEL, NICOLAUS & COMPANY, INCORPORATED","STIFEL, NICOLAUS & COMPANY, INCORPORATED"
2022,18461,23648,47045,,JOHN,,DALESSANDRO,,"JLD CONSULTING GROUP, LLC",R2 COMPANIES
2022,20282,4429,48139,MS.,MEAGHAN,E,O'CONNOR,,"FOLEY & LARDNER, LLP",PR 150 ROOSEVELT SHOPS LLC
2022,4068,4429,28141,MS.,DONNA,J,PUGH,,"FOLEY & LARDNER, LLP",CONDOR PARTNERS LLC
2022,4126,21049,19323,MR.,MICHAEL,A,ALVAREZ,,MICHAEL ALVAREZ,"DELTA REAL ESTATE HOLDINGS, LLC"
2022,20282,4429,18004,MS.,MEAGHAN,E,O'CONNOR,,"FOLEY & LARDNER, LLP",WENDY'S OLD FASHIONED HAMBURGERS
2022,14081,4429,24548,MR.,MICHAEL,D,NOONAN,,"FOLEY & LARDNER, LLP","THE HABITAT COMPANY, LLC"
2022,14081,4429,48643,MR.,MICHAEL,D,NOONAN,,"FOLEY & LARDNER, LLP",CONNECTIONS FOR ABUSED WOMEN AND THEIR CHILDREN
2022,13202,11781,48727,,TYLER,,MANIC,,SCHAIN BANKS KENNY & SCHWARTZ,"EAGLE OZB I, LLC"
2022,23641,25942,48982,,ANDREA,,KLUGER,,CHICAGO FEDERATION OF LABOR,CHICAGO FEDERATION OF LABOR
2022,18605,25509,47960,MS.,ANNA,,SIMPSON,,"STERLING BAY, LLC","STERLING BAY, LLC AND ITS AFFILIATES"
2022,23827,25509,47960,,JESSICA,,SIMONS,,"STERLING BAY, LLC","STERLING BAY, LLC AND ITS AFFILIATES"
2022,9802,26034,47179,,SHARNETTE,,BROWN,,LIGHTEN-GALE LLC D/B/A LIGHTENGALE GROUP,ELDERLY HOUSING DEVELOPMENT & OPERATIONS CORPORATION
2022,20282,4429,48643,MS.,MEAGHAN,E,O'CONNOR,,"FOLEY & LARDNER, LLP",CONNECTIONS FOR ABUSED WOMEN AND THEIR CHILDREN
2022,15661,25465,48621,MS.,LISSA,E.,DRUSS,,STRATEGIA CONSULTING LLC,"SHOTSPOTTER, INC."
2022,24482,25509,47960,,ERIC,,ENGSTROM,,"STERLING BAY, LLC","STERLING BAY, LLC AND ITS AFFILIATES"
2022,4068,4429,45645,MS.,DONNA,J,PUGH,,"FOLEY & LARDNER, LLP",BROOKFIELD PROPERTIES RETAIL
2022,13202,11781,49084,,TYLER,,MANIC,,SCHAIN BANKS KENNY & SCHWARTZ,ADA LI AND MARK CIRA
2022,13202,11781,48853,,TYLER,,MANIC,,SCHAIN BANKS KENNY & SCHWARTZ,"GALIO, INC."
2022,4068,4429,40962,MS.,DONNA,J,PUGH,,"FOLEY & LARDNER, LLP",COVENANT HOUSE ILLINOIS
2022,13202,11781,49085,,TYLER,,MANIC,,SCHAIN BANKS KENNY & SCHWARTZ,"FLORIDA FRUIT JUICES, INC."
2022,13202,11781,48729,,TYLER,,MANIC,,SCHAIN BANKS KENNY & SCHWARTZ,HONORE PROPERTIES LLC
2022,13202,11781,49087,,TYLER,,MANIC,,SCHAIN BANKS KENNY & SCHWARTZ,MATT TARSHIS
2022,4068,4429,48812,MS.,DONNA,J,PUGH,,"FOLEY & LARDNER, LLP",GETIR
2022,15661,25465,47348,MS.,LISSA,E.,DRUSS,,STRATEGIA CONSULTING LLC,SMALL BUSINESS ADVOCACY COUNCIL
2022,18461,23648,47077,,JOHN,,DALESSANDRO,,"JLD CONSULTING GROUP, LLC",CITY LAKE LAW
2022,18461,23648,18582,,JOHN,,DALESSANDRO,,"JLD CONSULTING GROUP, LLC",HUBBARD INN LLC
2022,18201,26049,49076,,MICHAEL,,VALO,,"HUNTINGTON SECURITIES, INC.","HUNTINGTON SECURITIES, INC."
2022,14081,4429,48812,MR.,MICHAEL,D,NOONAN,,"FOLEY & LARDNER, LLP",GETIR
2022,15661,25465,47639,MS.,LISSA,E.,DRUSS,,STRATEGIA CONSULTING LLC,THE GET GROWING FOUNDATION
2022,4068,4429,24548,MS.,DONNA,J,PUGH,,"FOLEY & LARDNER, LLP","THE HABITAT COMPANY, LLC"
2022,9383,26050,49082,MR.,ROB,,KARR,,ILLINOIS RETAIL MERCHANTS ASSOCIATION,ILLINOIS RETAIL MERCHANTS ASSOCIATION
2021,13202,25723,49084,,TYLER,,MANIC,,"SCHAIN, BANKS, KENNY, & SCHWARTZ LTD.",ADA LI AND MARK CIRA
2022,14081,4429,27627,MR.,MICHAEL,D,NOONAN,,"FOLEY & LARDNER, LLP",BLACKHAWK COMMUNITY ICE RINK LLC
2022,20282,4429,48812,MS.,MEAGHAN,E,O'CONNOR,,"FOLEY & LARDNER, LLP",GETIR
2022,24703,24847,47296,,ANNE,,EVENS,,ELEVATE ENERGY,ELEVATE ENERGY
2021,13202,25723,49085,,TYLER,,MANIC,,"SCHAIN, BANKS, KENNY, & SCHWARTZ LTD.","FLORIDA FRUIT JUICES, INC."
2022,13202,11781,49086,,TYLER,,MANIC,,SCHAIN BANKS KENNY & SCHWARTZ,SHIVDADA INC.
2022,3795,7584,28741,MR.,JOHN,T,O'CONNELL,,JOHN  T. O'CONNELL,"CIGAR ASSOCIATION OF AMERICA, INC"
2022,18602,25509,47960,MR.,KEATING,,CROWN,,"STERLING BAY, LLC","STERLING BAY, LLC AND ITS AFFILIATES"
2022,18481,25509,47960,MR.,DEAN,,MARKS,,"STERLING BAY, LLC","STERLING BAY, LLC AND ITS AFFILIATES"
2022,16002,25607,48165,,RICHARD,,VELAZQUEZ,,"GEORGES & SYNOWIECKI, LTD.","WEST FIFTY FIFTH STREET TAVERN, INC"
2022,3795,7584,11734,MR.,JOHN,T,O'CONNELL,,JOHN  T. O'CONNELL,FEDEX CORP
2022,24911,25509,47960,,JACK,,KIM,,"STERLING BAY, LLC","STERLING BAY, LLC AND ITS AFFILIATES"
2022,4068,4429,48139,MS.,DONNA,J,PUGH,,"FOLEY & LARDNER, LLP",PR 150 ROOSEVELT SHOPS LLC
2022,4126,21049,49343,MR.,MICHAEL,A,ALVAREZ,,MICHAEL ALVAREZ,CURRICULUM ASSOCIATES
2022,4126,21049,49420,MR.,MICHAEL,A,ALVAREZ,,MICHAEL ALVAREZ,CHICAGOLAND GAS STATION AND RETAILERS ASSOCIATION
2022,11721,26054,41783,MS.,MARGARET,M,ANDERSON,,FOX SWIBEL LEVIN & CARROLL LLP,MILLENNIUM PARKING GARAGES LLC
2021,13202,25723,49088,,TYLER,,MANIC,,"SCHAIN, BANKS, KENNY, & SCHWARTZ LTD.","PILSEN RENTALS, LLC SERIES III"
2022,19001,25018,49609,,SARA,,BARNES,,LAW OFFICES OF SAMUEL V.P.BANKS,COEN DEVELOPERS LLC C/O PAUL COEN
2022,11523,10442,18241,,BRIAN,,EMMEL,,FEDERAL SIGNAL CORPORATION,FEDERAL SIGNAL CORPORATION
2022,4068,4429,38342,MS.,DONNA,J,PUGH,,"FOLEY & LARDNER, LLP","TRI CITY FOODS, INC."
2022,6163,6462,15825,MS.,JUDY,D,MARTINEZ-FAYE,,SIEMENS CORPORATION,SIEMENS CORPORATION
2022,9802,26034,12318,,SHARNETTE,,BROWN,,LIGHTEN-GALE LLC D/B/A LIGHTENGALE GROUP,STATEWAY ASSOCIATES LLC
2022,3845,20301,49596,,ROLANDO,R,ACOSTA,ACOSTA,"ACOSTA EZGUR, LLC",URUAPAN PROPERTIES LLC
2022,20282,4429,12492,MS.,MEAGHAN,E,O'CONNOR,,"FOLEY & LARDNER, LLP",MACERICH COMPANY
2022,4068,4429,18005,MS.,DONNA,J,PUGH,,"FOLEY & LARDNER, LLP",WENDY'S COMPANY
2022,4068,4429,27627,MS.,DONNA,J,PUGH,,"FOLEY & LARDNER, LLP",BLACKHAWK COMMUNITY ICE RINK LLC
2022,13781,25902,48956,,ZACH,A,KOUTSKY,,"BERTEAU CONSULTING, LLC",INDEPENDENT DRIVERS GUILD
2022,20543,21032,41866,MS.,KATHY,,THOMPSON,,CIBC,CIBC
2022,14081,4429,18005,MR.,MICHAEL,D,NOONAN,,"FOLEY & LARDNER, LLP",WENDY'S COMPANY
2022,20282,4429,45645,MS.,MEAGHAN,E,O'CONNOR,,"FOLEY & LARDNER, LLP",BROOKFIELD PROPERTIES RETAIL
2022,4068,4429,48643,MS.,DONNA,J,PUGH,,"FOLEY & LARDNER, LLP",CONNECTIONS FOR ABUSED WOMEN AND THEIR CHILDREN
2022,18604,25509,47960,MR.,FREDERIC,B.,KROL,,"STERLING BAY, LLC","STERLING BAY, LLC AND ITS AFFILIATES"
2022,14081,4429,48139,MR.,MICHAEL,D,NOONAN,,"FOLEY & LARDNER, LLP",PR 150 ROOSEVELT SHOPS LLC
2022,20282,4429,38342,MS.,MEAGHAN,E,O'CONNOR,,"FOLEY & LARDNER, LLP","TRI CITY FOODS, INC."
2022,9441,20945,41722,MR.,JASON,,LUNDERMAN,,"COMCAST CABLE COMMUNICATIONS MANAGEMENT, LLC","COMCAST CABLE COMMUNICATIONS MANAGEMENT, LLC"
2022,6181,18581,41722,MS.,YAFAWN,,SMITH,,"COMCAST CABLE COMMUNICATIONS MANAGEMENT, LLC","COMCAST CABLE COMMUNICATIONS MANAGEMENT, LLC"
2021,13202,25723,49087,,TYLER,,MANIC,,"SCHAIN, BANKS, KENNY, & SCHWARTZ LTD.",MATT TARSHIS
2022,14081,4429,45645,MR.,MICHAEL,D,NOONAN,,"FOLEY & LARDNER, LLP",BROOKFIELD PROPERTIES RETAIL
2022,13621,15421,28642,MR.,ARTHUR,,WILHELMI,,ILLINOIS HOSPITAL ASSOCIATION,ILLINOIS HOSPITAL ASSOCIATION
2021,13202,25723,49086,,TYLER,,MANIC,,"SCHAIN, BANKS, KENNY, & SCHWARTZ LTD.",SHIVDADA INC.
2022,4039,25481,48268,,SCOTT,A,ZIOMEK,,NORTHWESTERN MEMORIAL HEALTHCARE,NORTHWESTERN MEMORIAL HEALTHCARE
2022,16161,25463,23641,MR.,TERRY,D,CORNELL,,TERRY CORNELL,CONCOURSE/BOINGO
2022,24484,25509,47960,,BRIAN,,BEZANIS,,"STERLING BAY, LLC","STERLING BAY, LLC AND ITS AFFILIATES"
2022,18461,23648,38441,,JOHN,,DALESSANDRO,,"JLD CONSULTING GROUP, LLC","THE BUONA COMPANIES, LLC"
2022,25373,26055,48834,MR.,JORGE,,PEREZ,PEREZ,JORGE PEREZ,ALL UNITED ONE IMPORTS
2022,14601,14721,30441,MR.,BENJAMIN,F,MCKEOWN,,TEAM EAGLE LTD,TEAM EAGLE INC
2022,13202,11781,48731,,TYLER,,MANIC,,SCHAIN BANKS KENNY & SCHWARTZ,LITTLE WOK WKP INC.
2022,13202,11781,49088,,TYLER,,MANIC,,SCHAIN BANKS KENNY & SCHWARTZ,"PILSEN RENTALS, LLC SERIES III"
2022,14081,4429,28141,MR.,MICHAEL,D,NOONAN,,"FOLEY & LARDNER, LLP",CONDOR PARTNERS LLC
2022,13781,25902,48816,,ZACH,A,KOUTSKY,,"BERTEAU CONSULTING, LLC",ILLINOIS NURSES' ASSOCIATION
2022,11361,26136,49422,MR.,HOWARD,,PIGGEE,III,HOWARD PIGGEE,PARK BOULEVARD 3B LLC
2022,19381,12085,49592,,JON,,LEACH,,"CHICO & NUNES, P.C.","TRANSMART, INC."
2022,9621,20301,49423,,MICHAEL,,EZGUR,,"ACOSTA EZGUR, LLC",1234 WEST RANDOLPH DEVELOPER LLC
2022,25464,26001,49424,,KADY,,MCFADDEN,,"MCFADDEN STRATEGIES, LLC",ENERGY ACTION FUND
2022,25662,10183,49430,,MOIRA,,O'CONNOR,,TAFT STETTINIUS & HOLLISTER LLP,WORLD FUEL SERVICES CORPORATION
2022,14121,10183,49430,MS.,O. KATE,,TRAGESSER,,TAFT STETTINIUS & HOLLISTER LLP,WORLD FUEL SERVICES CORPORATION
2022,18561,10183,49425,MS.,SYLVIA,C.,MICHAS,,TAFT STETTINIUS & HOLLISTER LLP,"DL3 REALTY ADVISORS, LLC"
2022,18561,10183,49427,MS.,SYLVIA,C.,MICHAS,,TAFT STETTINIUS & HOLLISTER LLP,KINDERCARE EDUCATION. LLC
2022,3847,10183,49425,MR.,GRAHAM,C,GRADY,,TAFT STETTINIUS & HOLLISTER LLP,"DL3 REALTY ADVISORS, LLC"
2022,18561,10183,27622,MS.,SYLVIA,C.,MICHAS,,TAFT STETTINIUS & HOLLISTER LLP,NORTHWESTERN UNIVERSITY SETTLEMENT ASSOCIATION
2022,7161,26324,49421,,PATRICK,M,THEISEN,THEISEN,KMCSTRATEGIES,VILLA CAPITAL PARTNERS
2022,18181,25130,49428,MR.,JOHN,R,DALEY,,DALEY STRATEGY GROUP,"FIRST CALL NETWORK, LLC"
2022,18561,10183,48899,MS.,SYLVIA,C.,MICHAS,,TAFT STETTINIUS & HOLLISTER LLP,HOLY TRINITY CHURCH
2022,4202,4384,34928,,KATRIINA,,MCGUIRE,,THOMPSON COBURN LLP,CMK DEVELOPMENT CORPORATION
2022,18561,10183,49426,MS.,SYLVIA,C.,MICHAS,,TAFT STETTINIUS & HOLLISTER LLP,GRACE AND PEACE FELLOWSHIP
2022,25403,25626,48617,MR.,BRAEDEN,E,LORD,,ELROD FRIEDMAN LLP,"RDM DEVELOPMENT AND INVESTMENTS, LLC"
2022,3751,23665,13717,,AMAL,,SHAQILDI,,"NEAL & LEROY, LLC",METRA
2022,3753,23665,13717,,LANGDON,D,NEAL,,"NEAL & LEROY, LLC",METRA
2022,19001,25018,49435,,SARA,,BARNES,,LAW OFFICES OF SAMUEL V.P.BANKS,2820 N ELSTON DEVELOPMENT LLC C/O RICHARD NORTON
2022,3753,23665,49432,,LANGDON,D,NEAL,,"NEAL & LEROY, LLC",APOSTOLIC CHURCH OF GOD
2022,19002,25018,49439,,NICK,,FTIKAS,,LAW OFFICES OF SAMUEL V.P.BANKS,LECHU INVESTMENTS LLC C/O LEO KWOK
2022,3753,23665,48349,,LANGDON,D,NEAL,,"NEAL & LEROY, LLC","BARLOW, DANIEL AND ANNE"
2022,4233,23665,12372,MR.,SCOTT,,BORSTEIN,,"NEAL & LEROY, LLC",PRESERVATION OF AFFORDABLE HOUSING
2022,4233,23665,20964,MR.,SCOTT,,BORSTEIN,,"NEAL & LEROY, LLC",TRIBUNE COMPANY
2022,3753,23665,48593,,LANGDON,D,NEAL,,"NEAL & LEROY, LLC",PARK ROW DEVELOPMENT
2022,4397,12107,49441,MR.,WARREN,E,SILVER,,SILVER LAW OFFICE PC,"CURREY, MOLLY AND JACOBY, JAMES"
2022,3845,20301,49434,,ROLANDO,R,ACOSTA,ACOSTA,"ACOSTA EZGUR, LLC","1220 W DRAPER TIC, LLC"
2022,3753,23665,49156,,LANGDON,D,NEAL,,"NEAL & LEROY, LLC",LEARN CHARTER SCHOOL NETWORK
2022,3753,23665,18264,,LANGDON,D,NEAL,,"NEAL & LEROY, LLC",RUSH UNIVERSITY MEDICAL CENTER
2022,19002,25018,49440,,NICK,,FTIKAS,,LAW OFFICES OF SAMUEL V.P.BANKS,LTS REAL ESTATE LLC 3735 BELMONT C/O PETER BIRMINGHAM
2022,19861,25569,49445,,XIMENA,,CASTRO,ESQ.,"ACOSTA EZGUR, LLC",ANITA GOYAL
2022,4233,23665,49432,MR.,SCOTT,,BORSTEIN,,"NEAL & LEROY, LLC",APOSTOLIC CHURCH OF GOD
2022,25227,25626,49447,,LIZ,,BUTLER,,ELROD FRIEDMAN LLP,"THC, INC."
2022,4126,21049,48208,MR.,MICHAEL,A,ALVAREZ,,MICHAEL ALVAREZ,ESSENTIAL HOUSING CHICAGO
2022,11493,13967,49090,MR.,SEAN,,OSHEA,,"ALEXANDER, BOROVICKA & O'SHEA GOVERNMENT SOLUTIONS","MCGRAW HILL, LLC"
2022,24762,22921,22961,,DESHANA,,FORNEY,,"WEC ENERGY GROUP, INC.",PEOPLES GAS LIGHT AND COKE CO.
2022,25429,25944,48987,MR.,JEFF,,JENSEN,,PHILIPS MEDICAL SYSTEMS,PHILIPS MEDICAL SYSTEMS
2022,11493,13967,34241,MR.,SEAN,,OSHEA,,"ALEXANDER, BOROVICKA & O'SHEA GOVERNMENT SOLUTIONS","CONDUENT, INC. AND ITS AFFILIATES"
2022,25050,21009,36141,,GREGORY,,WHEELER,,"UNITED AIRLINES, INC.","UNITED AIRLINES, INC."
2022,3782,25606,48370,,MARA,S,GEORGES,,"GEORGES & SYNOWIECKI, LTD.",VENTURE ONE
2022,25352,25883,48809,MS.,PETIA,,HALL,,CHORUS CAPITAL MANAGEMENT LIMITED,CHORUS CAPITAL MANAGEMENT LIMITED
2022,9743,13967,21925,MR.,MICHAEL,,ALEXANDER,,"ALEXANDER, BOROVICKA & O'SHEA GOVERNMENT SOLUTIONS","BLUEBIRD NETWORK, LLC"
